iter	Passed	Remaining
336	1681	48206
337	1685	48167
338	1688	48110
339	1691	48047
340	1695	48019
341	1699	47989
342	1704	47979
343	1708	47952
344	1711	47892
345	1714	47839
346	1718	47797
347	1721	47740
348	1724	47685
349	1727	47624
350	1730	47566
351	1733	47525
352	1737	47472
353	1740	47413
354	1743	47361
355	1746	47301
356	1749	47265
357	1752	47210
358	1755	47156
359	1757	47075
360	1761	47024
361	1764	46985
362	1770	46992
363	1774	46975
364	1779	46981
365	1784	46962
366	1788	46947
367	1793	46934
368	1798	46944
369	1803	46942
370	1808	46939
371	1814	46961
372	1818	46935
373	1822	46903
374	1825	46864
375	1830	46861
376	1835	46857
377	1838	46809
378	1842	46771
379	1845	46722
380	1848	46669
381	1851	46628
382	1855	46581
383	1858	46552
384	1862	46511
385	1865	46465
386	1868	46416
387	1871	46367
388	1875	46343
389	1879	46305
390	1882	46258
391	1885	46215
392	1888	46171
393	1892	46140
394	1895	46100
395	1899	46056
396	1902	46010
397	1906	46005
398	1911	45992
399	1911	45992
400	1917	46015
401	1928	46164
402	1934	46185
403	1944	46297
404	1948	46278
405	1957	46379
406	1963	46382
407	1970	46450
408	1977	46495
409	1981	46468
410	1991	46580
411	1996	46565
412	2003	46616
413	2010	46661
414	2015	46665
415	2023	46738
416	2027	46703
417	2031	46679
418	2039	46747
419	2043	46728
420	2054	46846
421	2058	46834
422	2068	46949
423	2073	46939
424	2077	46908
425	2088	47043
426	2092	47024
427	2102	47139
428	2106	47113
429	2113	47157
430	2120	47184
431	2123	47148
432	2133	47249
433	2137	47224
434	2141	47202
435	2151	47309
436	2156	47303
437	2168	47446
438	2173	47435
439	2185	47593
440	2198	47765
441	2203	47754
442	2210	47790
443	2217	47837
444	2221	47812
445	2231	47906
446	2235	47880
447	2245	47985
448	2249	47966
449	2253	47936
450	2263	48039
451	2267	48013
452	2277	48110
453	2282	48102
454	2286	48079
455	2297	48181
456	2300	48154
457	2311	48255
458	2315	48239
459	2318	48178
460	2327	48269
461	2332	48248
462	2342	48352
463	2346	48337
464	2351	48313
465	2361	48417
466	2365	48387
467	2376	48497
468	2379	48469
469	2390	48584
470	2395	48572
471	2400	48570
472	2408	48609
473	2412	48596
474	2422	48686
475	2426	48657
476	2433	48687
477	2440	48721
478	2446	48725
479	2462	48932
480	2472	49026
481	2481	49101
482	2487	49110
483	2499	49251
484	2504	49227
485	2507	49182
486	2516	49260
487	2520	49231
488	2531	49335
489	2535	49306
490	2545	49392
491	2549	49379
492	2560	49483
493	2565	49476
494	2576	49576
495	2582	49587
496	2594	49699
497	2598	49678
498	2608	49774
499	2613	49752
500	2617	49721
501	2627	49805
502	2630	49769
503	2641	49859
504	2646	49852
505	2656	49940
506	2660	49918
507	2664	49882
508	2674	49967
509	2678	49945
510	2689	50031
511	2693	50015
512	2698	50001
513	2707	50071
514	2711	50033
515	2721	50116
516	2725	50096
517	2734	50154
518	2742	50195
519	2757	50366
520	2777	50625
521	2790	50756
522	2794	50733
523	2805	50838
524	2810	50815
525	2821	50924
526	2826	50907
527	2836	50981
528	2840	50948
529	2850	51025
530	2854	51002
531	2859	50981
532	2870	51079
533	2881	51166
534	2970	52655
535	2986	52838
536	2999	52950
537	3004	52942
538	3014	53017
539	3018	52985
540	3023	52953
541	3035	53069
542	3047	53174
543	3053	53171
544	3068	53325
545	3080	53438
546	3086	53436
547	3096	53507
548	3100	53474
549	3109	53531
550	3114	53513
551	3118	53476
552	3128	53535
553	3132	53508
554	3142	53582
555	3147	53565
556	3151	53530
557	3162	53606
558	3166	53571
559	3176	53649
560	3181	53617
561	3190	53681
562	3195	53660
563	3199	53630
564	3210	53710
565	3215	53684
566	3225	53749
567	3227	53692
568	3231	53654
569	3241	53728
570	3246	53703
571	3256	53772
572	3260	53741
573	3270	53805
574	3275	53776
575	3278	53735
576	3289	53812
577	3294	53794
578	3306	53898
579	3311	53872
580	3322	53956
581	3328	53946
582	3340	54042
583	3352	54145
584	3357	54131
585	3364	54140
586	3372	54168
587	3376	54143
588	3385	54189
589	3389	54150
590	3397	54186
591	3403	54178
592	3408	54165
593	3419	54241
594	3424	54220
595	3433	54274
596	3439	54267
597	3449	54319
598	3453	54286
599	3463	54354
600	3468	54329
601	3473	54308
602	3480	54336
603	3484	54295
604	3489	54272
605	3497	54304
606	3502	54281
607	3516	54402
608	3521	54396
609	3530	54438
610	3535	54421
611	3546	54497
612	3552	54491
613	3557	54474
614	3561	54431
615	3575	54558
616	3580	54541
617	3588	54566
618	3597	54607
619	3607	54667
620	3619	54751
621	3633	54875
622	3638	54853
623	3646	54878
624	3655	54920
625	3663	54943
626	3669	54947
627	3674	54919
628	3684	54974
629	3689	54960
630	3698	55006
631	3703	54983
632	3710	54993
633	3716	54993
634	3725	55032
635	3733	55055
636	3746	55156
637	3751	55133
638	3763	55215
639	3767	55185
640	3777	55242
641	3782	55228
642	3786	55183
643	3794	55215
644	3798	55176
645	3807	55214
646	3813	55205
647	3820	55225
648	3827	55229
649	3833	55234
650	3841	55256
651	3846	55229
652	3856	55281
653	3860	55258
654	3866	55246
655	3874	55275
656	3878	55238
657	3892	55353
658	3904	55430
659	3911	55440
660	3922	55504
661	3931	55544
662	3938	55545
663	3989	56181
664	4007	56344
665	4012	56316
666	4016	56280
667	4020	56244
668	4023	56204
669	4027	56175
670	4032	56146
671	4036	56112
672	4040	56076
673	4043	56033
674	4046	55986
675	4049	55941
676	4052	55896
677	4056	55850
678	4059	55805
679	4062	55761
680	4065	55716
681	4068	55667
682	4071	55623
683	4074	55576
684	4077	55532
685	4081	55491
686	4084	55447
687	4087	55400
688	4090	55354
689	4093	55311
690	4096	55266
691	4099	55220
692	4102	55175
693	4105	55130
694	4109	55093
695	4112	55057
696	4115	55012
697	4118	54967
698	4121	54924
699	4125	54883
700	4128	54838
701	4131	54794
702	4134	54752
703	4137	54707
704	4141	54683
705	4145	54650
706	4148	54605
707	4151	54561
708	4155	54532
709	4158	54493
710	4161	54450
711	4164	54407
712	4167	54363
713	4172	54338
714	4176	54307
715	4180	54280
716	4184	54258
717	4189	54232
718	4194	54222
719	4198	54186
720	4203	54176
721	4207	54141
722	4210	54098
723	4213	54058
724	4216	54018
725	4220	53992
726	4224	53955
727	4227	53916
728	4230	53880
729	4234	53847
730	4237	53810
731	4241	53772
732	4244	53728
733	4247	53688
734	4250	53650
735	4253	53612
736	4256	53572
737	4259	53533
738	4262	53491
739	4265	53451
740	4268	53412
741	4271	53373
742	4275	53333
743	4277	53292
744	4280	53251
745	4284	53217
746	4287	53180
747	4290	53142
748	4293	53104
749	4296	53065
750	4300	53034
751	4303	52997
752	4307	52962
753	4310	52924
754	4313	52887
755	4316	52855
756	4320	52817
757	4322	52778
758	4326	52741
759	4329	52701
760	4332	52672
761	4335	52634
762	4338	52595
763	4341	52558
764	4345	52521
765	4348	52488
766	4351	52454
767	4354	52416
768	4357	52379
769	4360	52341
770	4364	52312
771	4368	52281
772	4373	52270
773	4379	52276
774	4384	52257
775	4388	52225
776	4391	52192
777	4396	52180
778	4400	52151
779	4403	52118
780	4406	52080
781	4410	52050
782	4413	52016
783	4416	51982
784	4419	51944
785	4422	51908
786	4427	51892
787	4431	51877
788	4436	51858
789	4441	51844
790	4445	51823
791	4450	51802
792	4455	51797
793	4462	51799
794	4467	51795
795	4473	51796
796	4480	51801
797	4485	51793
798	4491	51792
799	4497	51780
800	4502	51778
801	4507	51763
802	4511	51731
803	4514	51696
804	4518	51676
805	4523	51668
806	4528	51646
807	4531	51617
808	4534	51584
809	4538	51559
810	4542	51526
811	4545	51497
812	4548	51463
813	4551	51428
814	4555	51400
815	4558	51367
816	4561	51336
817	4564	51304
818	4568	51270
819	4571	51241
820	4574	51207
821	4577	51173
822	4580	51140
823	4583	51105
824	4587	51077
825	4590	51044
826	4593	51011
827	4596	50977
828	4599	50944
829	4603	50918
830	4606	50885
831	4609	50857
832	4613	50835
833	4618	50823
834	4623	50811
835	4627	50782
836	4630	50752
837	4634	50728
838	4637	50699
839	4640	50668
840	4644	50636
841	4647	50603
842	4650	50576
843	4653	50545
844	4656	50514
845	4660	50483
846	4662	50449
847	4666	50422
848	4669	50392
849	4672	50358
850	4675	50326
851	4678	50295
852	4682	50271
853	4686	50251
854	4690	50231
855	4694	50206
856	4699	50190
857	4702	50165
858	4706	50141
859	4710	50116
860	4714	50095
861	4717	50063
862	4720	50032
863	4723	50002
864	4726	49971
865	4730	49954
866	4734	49928
867	4737	49897
868	4740	49865
869	4743	49836
870	4747	49815
871	4751	49790
872	4755	49770
873	4760	49760
874	4764	49748
875	4769	49731
876	4772	49700
877	4776	49681
878	4779	49655
879	4783	49626
880	4786	49596
881	4789	49567
882	4793	49546
883	4796	49516
884	4799	49487
885	4802	49457
886	4805	49428
887	4809	49405
888	4812	49375
889	4815	49344
890	4818	49314
891	4821	49287
892	4825	49266
893	4828	49241
894	4832	49212
895	4835	49183
896	4838	49155
897	4841	49131
898	4844	49102
899	4848	49073
900	4851	49046
901	4854	49017
902	4857	48993
903	4861	48966
904	4864	48939
905	4867	48910
906	4870	48882
907	4874	48860
908	4877	48832
909	4880	48808
910	4884	48787
911	4889	48773
912	4892	48748
913	4895	48720
914	4898	48693
915	4901	48665
916	4905	48641
917	4908	48612
918	4911	48584
919	4914	48555
920	4917	48525
921	4921	48505
922	4924	48477
923	4927	48449
924	4930	48421
925	4933	48392
926	4936	48369
927	4939	48340
928	4942	48312
929	4945	48284
930	4948	48256
931	4951	48230
932	4955	48205
933	4958	48178
934	4961	48149
935	4964	48124
936	4967	48101
937	4971	48080
938	4975	48061
939	4979	48042
940	5063	48797
941	5068	48787
942	5072	48767
943	5075	48746
944	5080	48729
945	5084	48715
946	5088	48694
947	5092	48674
948	5096	48660
949	5101	48649
950	5105	48632
951	5109	48614
952	5114	48600
953	5117	48575
954	5120	48548
955	5123	48523
956	5126	48497
957	5130	48471
958	5133	48446
959	5136	48419
960	5139	48392
961	5142	48366
962	5146	48341
963	5149	48315
964	5152	48288
965	5155	48261
966	5158	48233
967	5161	48206
968	5164	48181
969	5167	48154
970	5170	48129
971	5173	48101
972	5176	48074
973	5180	48053
974	5183	48026
975	5186	48000
976	5189	47974
977	5192	47948
978	5195	47927
979	5199	47903
980	5202	47878
981	5205	47853
982	5208	47826
983	5212	47805
984	5215	47780
985	5218	47755
986	5221	47729
987	5224	47703
988	5227	47681
989	5230	47654
990	5234	47630
991	5237	47604
992	5240	47577
993	5243	47558
994	5247	47535
995	5250	47510
996	5253	47485
997	5256	47459
998	5259	47439
999	5263	47416
1000	5266	47393
1001	5269	47368
1002	5272	47343
1003	5276	47321
1004	5279	47297
1005	5282	47271
1006	5285	47246
1007	5288	47220
1008	5291	47201
1009	5295	47179
1010	5298	47155
1011	5301	47132
1012	5304	47107
1013	5308	47087
1014	5311	47061
1015	5314	47036
1016	5317	47011
1017	5320	46987
1018	5324	46975
1019	5328	46958
1020	5332	46938
1021	5336	46922
1022	5340	46913
1023	5346	46907
1024	5354	46932
1025	5357	46908
1026	5360	46884
1027	5364	46862
1028	5367	46837
1029	5371	46820
1030	5374	46797
1031	5377	46773
1032	5380	46751
1033	5384	46734
1034	5388	46721
1035	5392	46699
1036	5395	46678
1037	5398	46654
1038	5402	46636
1039	5405	46615
1040	5408	46593
1041	5411	46569
1042	5414	46546
1043	5418	46528
1044	5421	46505
1045	5425	46485
1046	5428	46467
1047	5433	46458
1048	5437	46438
1049	5440	46417
1050	5443	46395
1051	5446	46371
1052	5450	46353
1053	5453	46333
1054	5456	46310
1055	5459	46285
1056	5462	46263
1057	5466	46245
1058	5469	46225
1059	5472	46201
1060	5475	46177
1061	5478	46153
1062	5482	46136
1063	5486	46121
1064	5490	46107
1065	5494	46092
1066	5499	46085
1067	5503	46073
1068	5508	46063
1069	5513	46058
1070	5518	46047
1071	5522	46033
1072	5526	46018
1073	5531	46011
1074	5535	45997
1075	5539	45983
1076	5556	46075
1077	5564	46100
1078	5571	46104
1079	5578	46117
1080	5586	46131
1081	5596	46171
1082	5603	46182
1083	5611	46200
1084	5618	46206
1085	5635	46301
1086	5678	46601
1087	5685	46610
1088	5704	46724
1089	5711	46732
1090	5718	46740
1091	5722	46720
1092	5725	46699
1093	5728	46678
1094	5731	46654
1095	5734	46632
1096	5737	46609
1097	5741	46589
1098	5744	46567
1099	5747	46545
1100	5750	46522
1101	5753	46499
1102	5756	46477
1103	5759	46455
1104	5762	46432
1105	5765	46409
1106	5769	46387
1107	5772	46371
1108	5776	46352
1109	5779	46331
1110	5782	46308
1111	5785	46286
1112	5789	46266
1113	5792	46245
1114	5795	46224
1115	5798	46201
1116	5801	46180
1117	5804	46158
1118	5807	46134
1119	5810	46113
1120	5814	46092
1121	5817	46070
1122	5820	46052
1123	5824	46032
1124	5827	46010
1125	5830	45987
1126	5833	45966
1127	5836	45947
1128	5839	45926
1129	5843	45909
1130	5846	45888
1131	5850	45869
1132	5853	45851
1133	5856	45829
1134	5859	45807
1135	5862	45786
1136	5865	45765
1137	5869	45745
1138	5872	45723
1139	5875	45702
1140	5878	45681
1141	5881	45660
1142	5884	45639
1143	5887	45618
1144	5890	45596
1145	5893	45574
1146	5897	45555
1147	5901	45543
1148	5904	45526
1149	5908	45511
1150	5912	45497
1151	5916	45482
1152	5922	45479
1153	5925	45461
1154	5928	45442
1155	5932	45428
1156	5936	45408
1157	5939	45387
1158	5942	45365
1159	5945	45347
1160	5948	45324
1161	5951	45305
1162	5954	45284
1163	5957	45263
1164	5960	45242
1165	5964	45224
1166	5967	45202
1167	5970	45182
1168	5973	45160
1169	5976	45140
1170	5979	45122
1171	5982	45101
1172	5985	45082
1173	5988	45062
1174	5991	45040
1175	5995	45025
1176	5998	45007
1177	6002	44987
1178	6005	44968
1179	6008	44947
1180	6011	44930
1181	6015	44912
1182	6018	44892
1183	6021	44872
1184	6024	44852
1185	6027	44832
1186	6031	44817
1187	6035	44805
1188	6039	44792
1189	6143	45522
1190	6149	45523
1191	6153	45507
1192	6158	45499
1193	6161	45482
1194	6165	45464
1195	6168	45448
1196	6172	45435
1197	6176	45418
1198	6180	45401
1199	6183	45384
1200	6190	45389
1201	6195	45387
1202	6201	45383
1203	6211	45413
1204	6215	45402
1205	6219	45388
1206	6224	45384
1207	6229	45373
1208	6232	45359
1209	6236	45343
1210	6240	45326
1211	6243	45306
1212	6246	45286
1213	6249	45264
1214	6252	45245
1215	6255	45225
1216	6258	45205
1217	6261	45185
1218	6264	45165
1219	6267	45145
1220	6271	45127
1221	6274	45108
1222	6277	45090
1223	6280	45069
1224	6284	45050
1225	6287	45031
1226	6290	45012
1227	6293	44993
1228	6296	44971
1229	6299	44952
1230	6302	44933
1231	6305	44913
1232	6309	44895
1233	6312	44876
1234	6315	44855
1235	6318	44837
1236	6321	44820
1237	6324	44800
1238	6327	44779
1239	6330	44760
1240	6334	44744
1241	6337	44725
1242	6340	44705
1243	6343	44685
1244	6346	44666
1245	6350	44650
1246	6353	44632
1247	6356	44612
1248	6359	44592
1249	6362	44572
1250	6366	44557
1251	6369	44538
1252	6372	44519
1253	6375	44500
1254	6378	44480
1255	6382	44468
1256	6385	44452
1257	6389	44433
1258	6392	44413
1259	6395	44395
1260	6398	44379
1261	6401	44359
1262	6404	44340
1263	6407	44320
1264	6411	44304
1265	6414	44286
1266	6417	44267
1267	6420	44248
1268	6423	44231
1269	6427	44214
1270	6430	44195
1271	6433	44176
1272	6436	44158
1273	6439	44139
1274	6442	44120
1275	6445	44105
1276	6449	44087
1277	6452	44068
1278	6455	44051
1279	6458	44032
1280	6462	44018
1281	6465	44001
1282	6468	43983
1283	6472	43973
1284	6477	43968
1285	6481	43955
1286	6485	43943
1287	6490	43933
1288	6496	43933
1289	6498	43914
1290	6502	43897
1291	6505	43879
1292	6509	43869
1293	6513	43854
1294	6516	43837
1295	6519	43820
1296	6523	43805
1297	6526	43789
1298	6529	43769
1299	6532	43751
1300	6535	43732
1301	6538	43716
1302	6542	43699
1303	6545	43682
1304	6550	43676
1305	6553	43660
1306	6557	43646
1307	6560	43629
1308	6563	43613
1309	6567	43596
1310	6570	43578
1311	6573	43562
1312	6576	43543
1313	6580	43535
1314	6585	43527
1315	6590	43519
1316	6598	43539
1317	6606	43552
1318	6612	43551
1319	6620	43567
1320	6625	43562
1321	6630	43559
1322	6637	43564
1323	6642	43562
1324	6647	43558
1325	6655	43572
1326	6660	43564
1327	6665	43559
1328	6672	43565
1329	6677	43561
1330	6682	43555
1331	6687	43550
1332	6690	43534
1333	6693	43518
1334	6697	43501
1335	6701	43492
1336	6704	43474
1337	6707	43456
1338	6710	43439
1339	6714	43429
1340	6718	43414
1341	6721	43396
1342	6724	43378
1343	6727	43360
1344	6731	43346
1345	6734	43330
1346	6737	43313
1347	6740	43294
1348	6743	43278
1349	6747	43263
1350	6750	43248
1351	6753	43231
1352	6757	43219
1353	6761	43210
1354	6766	43201
1355	6770	43191
1356	6774	43182
1357	6781	43185
1358	6784	43172
1359	6788	43161
1360	6793	43154
1361	6798	43150
1362	6802	43140
1363	6806	43124
1364	6809	43110
1365	6813	43094
1366	6816	43078
1367	6819	43062
1368	6822	43044
1369	6825	43029
1370	6829	43014
1371	6832	42997
1372	6835	42979
1373	6838	42962
1374	6841	42947
1375	6844	42930
1376	6848	42915
1377	6851	42897
1378	6854	42880
1379	6857	42864
1380	6860	42849
1381	6863	42833
1382	6867	42817
1383	6870	42800
1384	6873	42783
1385	6876	42766
1386	6879	42750
1387	6882	42733
1388	6885	42717
1389	6888	42702
1390	6892	42686
1391	6895	42670
1392	6898	42652
1393	6901	42636
1394	6904	42622
1395	6908	42607
1396	6910	42589
1397	6914	42572
1398	6917	42556
1399	6920	42540
1400	6923	42527
1401	6927	42511
1402	6930	42494
1403	6932	42477
1404	6936	42460
1405	6939	42447
1406	6942	42432
1407	6945	42415
1408	6949	42400
1409	6952	42385
1410	6955	42369
1411	6958	42352
1412	6961	42336
1413	6964	42319
1414	6967	42301
1415	6970	42288
1416	6974	42272
1417	6977	42256
1418	6980	42240
1419	6985	42235
1420	6988	42222
1421	6992	42210
1422	6995	42195
1423	6999	42181
1424	7002	42170
1425	7006	42155
1426	7009	42141
1427	7012	42126
1428	7016	42110
1429	7019	42097
1430	7022	42081
1431	7025	42065
1432	7029	42051
1433	7032	42036
1434	7035	42021
1435	7038	42005
1436	7041	41991
1437	7046	41982
1438	7051	41978
1439	7055	41969
1440	7060	41963
1441	7066	41967
1442	7069	41952
1443	7072	41937
1444	7076	41922
1445	7079	41906
1446	7083	41895
1447	7086	41880
1448	7089	41865
1449	7092	41849
1450	7095	41834
1451	7099	41821
1452	7102	41807
1453	7105	41790
1454	7108	41775
1455	7111	41758
1456	7114	41746
1457	7118	41734
1458	7122	41723
1459	7126	41714
1460	7243	42363
1461	7250	42371
1462	7253	42357
1463	7257	42345
1464	7262	42338
1465	7266	42328
1466	7270	42318
1467	7274	42308
1468	7279	42301
1469	7282	42289
1470	7286	42277
1471	7290	42264
1472	7294	42256
1473	7300	42254
1474	7304	42245
1475	7308	42236
1476	7313	42232
1477	7318	42226
1478	7321	42210
1479	7325	42199
1480	7328	42185
1481	7333	42178
1482	7337	42169
1483	7342	42166
1484	7347	42157
1485	7351	42147
1486	7356	42146
1487	7361	42138
1488	7365	42129
1489	7371	42128
1490	7376	42123
1491	7380	42116
1492	7385	42108
1493	7389	42102
1494	7393	42091
1495	7397	42079
1496	7401	42068
1497	7405	42060
1498	7409	42046
1499	7412	42030
1500	7415	42015
1501	7418	42000
1502	7421	41985
1503	7424	41968
1504	7427	41953
1505	7430	41938
1506	7433	41923
1507	7437	41910
1508	7440	41895
1509	7443	41880
1510	7446	41865
1511	7450	41850
1512	7453	41836
1513	7456	41820
1514	7459	41805
1515	7462	41788
1516	7465	41773
1517	7469	41761
1518	7472	41746
1519	7475	41730
1520	7478	41715
1521	7481	41700
1522	7485	41689
1523	7488	41676
1524	7491	41661
1525	7494	41646
1526	7498	41632
1527	7501	41618
1528	7504	41603
1529	7507	41589
1530	7510	41574
1531	7513	41559
1532	7517	41546
1533	7520	41532
1534	7524	41523
1535	7528	41513
1536	7533	41509
1537	7537	41496
1538	7540	41482
1539	7543	41467
1540	7547	41455
1541	7550	41441
1542	7554	41430
1543	7557	41419
1544	7563	41415
1545	7566	41404
1546	7571	41398
1547	7574	41385
1548	7579	41379
1549	7583	41369
1550	7586	41354
1551	7589	41340
1552	7593	41327
1553	7596	41313
1554	7599	41298
1555	7602	41283
1556	7605	41269
1557	7608	41254
1558	7612	41242
1559	7615	41229
1560	7618	41214
1561	7621	41200
1562	7625	41190
1563	7630	41183
1564	7634	41175
1565	7638	41167
1566	7644	41163
1567	7648	41155
1568	7653	41154
1569	7657	41145
1570	7661	41131
1571	7664	41117
1572	7667	41103
1573	7670	41089
1574	7675	41081
1575	7678	41068
1576	7681	41054
1577	7684	41040
1578	7687	41026
1579	7692	41019
1580	7696	41010
1581	7701	41006
1582	7707	41006
1583	7711	40996
1584	7714	40984
1585	7720	40981
1586	7724	40976
1587	7729	40968
1588	7733	40958
1589	7737	40951
1590	7741	40942
1591	7745	40934
1592	7750	40926
1593	7754	40921
1594	7759	40917
1595	7763	40903
1596	7766	40890
1597	7771	40885
1598	7774	40869
1599	7777	40855
1600	7781	40845
1601	7785	40836
1602	7788	40826
1603	7792	40813
1604	7795	40802
1605	7799	40788
1606	7802	40778
1607	7806	40765
1608	7809	40752
1609	7812	40737
1610	7815	40723
1611	7819	40712
1612	7822	40698
1613	7825	40685
1614	7828	40670
1615	7831	40657
1616	7835	40646
1617	7838	40633
1618	7842	40620
1619	7845	40606
1620	7848	40592
1621	7851	40580
1622	7854	40567
1623	7857	40553
1624	7861	40539
1625	7864	40525
1626	7867	40512
1627	7870	40499
1628	7873	40485
1629	7876	40470
1630	7879	40456
1631	7883	40447
1632	7887	40437
1633	7891	40429
1634	7897	40427
1635	7900	40414
1636	7903	40402
1637	7906	40388
1638	7909	40374
1639	7913	40364
1640	7917	40355
1641	7922	40349
1642	7926	40343
1643	7931	40338
1644	7935	40327
1645	7940	40326
1646	7944	40317
1647	7947	40304
1648	7951	40292
1649	7954	40280
1650	7957	40266
1651	7961	40257
1652	7964	40243
1653	7968	40230
1654	7971	40217
1655	7974	40203
1656	7978	40194
1657	7980	40179
1658	7984	40166
1659	7987	40153
1660	7990	40139
1661	7993	40128
1662	7997	40115
1663	8000	40101
1664	8003	40088
1665	8006	40076
1666	8010	40064
1667	8013	40051
1668	8016	40037
1669	8019	40024
1670	8022	40010
1671	8026	40000
1672	8029	39988
1673	8032	39975
1674	8035	39962
1675	8039	39951
1676	8042	39938
1677	8045	39926
1678	8048	39912
1679	8052	39902
1680	8055	39889
1681	8058	39875
1682	8061	39861
1683	8064	39848
1684	8067	39835
1685	8070	39822
1686	8074	39811
1687	8077	39798
1688	8080	39785
1689	8083	39772
