iter	Passed	Remaining
1690	8086	39759
1691	8090	39748
1692	8093	39735
1693	8096	39723
1694	8099	39710
1695	8102	39696
1696	8106	39685
1697	8109	39673
1698	8112	39659
1699	8115	39646
1700	8118	39633
1701	8122	39621
1702	8125	39609
1703	8128	39595
1704	8131	39582
1705	8134	39568
1706	8137	39558
1707	8141	39547
1708	8144	39534
1709	8147	39521
1710	8150	39508
1711	8154	39498
1712	8157	39484
1713	8160	39471
1714	8163	39458
1715	8166	39445
1716	8169	39435
1717	8173	39422
1718	8176	39409
1719	8179	39396
1720	8182	39384
1721	8186	39376
1722	8190	39366
1723	8193	39354
1724	8196	39341
1725	8199	39330
1726	8203	39321
1727	8207	39310
1728	8210	39299
1729	8215	39293
1730	8220	39292
1731	8226	39294
1732	8242	39341
1733	8368	39913
1734	8371	39902
1735	8375	39891
1736	8378	39881
1737	8383	39876
1738	8388	39869
1739	8391	39859
1740	8395	39851
1741	8400	39844
1742	8403	39834
1743	8407	39823
1744	8410	39812
1745	8415	39804
1746	8418	39793
1747	8422	39783
1748	8426	39776
1749	8431	39771
1750	8435	39762
1751	8439	39752
1752	8443	39745
1753	8447	39736
1754	8450	39724
1755	8453	39711
1756	8457	39698
1757	8460	39689
1758	8464	39677
1759	8467	39664
1760	8470	39650
1761	8473	39638
1762	8476	39625
1763	8479	39612
1764	8482	39600
1765	8485	39587
1766	8490	39582
1767	8495	39576
1768	8499	39569
1769	8503	39562
1770	8510	39564
1771	8513	39553
1772	8516	39540
1773	8522	39540
1774	8526	39533
1775	8530	39522
1776	8534	39513
1777	8538	39507
1778	8542	39497
1779	8545	39486
1780	8549	39474
1781	8551	39461
1782	8556	39453
1783	8559	39442
1784	8563	39431
1785	8566	39419
1786	8569	39407
1787	8572	39395
1788	8575	39382
1789	8578	39370
1790	8581	39357
1791	8585	39344
1792	8588	39333
1793	8591	39321
1794	8594	39309
1795	8597	39296
1796	8602	39289
1797	8605	39278
1798	8608	39265
1799	8611	39253
1800	8614	39241
1801	8618	39232
1802	8622	39221
1803	8625	39209
1804	8628	39197
1805	8631	39185
1806	8635	39175
1807	8639	39164
1808	8642	39153
1809	8645	39142
1810	8649	39131
1811	8652	39118
1812	8655	39107
1813	8658	39094
1814	8661	39082
1815	8664	39070
1816	8668	39058
1817	8671	39047
1818	8674	39035
1819	8677	39023
1820	8680	39011
1821	8684	39000
1822	8687	38988
1823	8690	38976
1824	8693	38963
1825	8697	38953
1826	8700	38941
1827	8703	38929
1828	8706	38917
1829	8709	38905
1830	8712	38893
1831	8716	38881
1832	8719	38869
1833	8722	38857
1834	8725	38845
1835	8728	38833
1836	8731	38822
1837	8734	38809
1838	8737	38797
1839	8741	38785
1840	8745	38777
1841	8748	38765
1842	8751	38753
1843	8754	38743
1844	8757	38730
1845	8761	38722
1846	8764	38710
1847	8767	38698
1848	8771	38686
1849	8775	38678
1850	8779	38671
1851	8783	38664
1852	8787	38656
1853	8792	38651
1854	8796	38646
1855	8801	38640
1856	8804	38628
1857	8807	38616
1858	8811	38608
1859	8814	38598
1860	8818	38586
1861	8821	38577
1862	8826	38573
1863	8832	38571
1864	8836	38565
1865	8842	38563
1866	8846	38558
1867	8851	38552
1868	8855	38547
1869	8860	38540
1870	8863	38531
1871	8867	38522
1872	8871	38515
1873	8876	38511
1874	8882	38513
1875	8888	38514
1876	8892	38502
1877	8895	38491
1878	8898	38478
1879	8901	38466
1880	8905	38461
1881	8909	38451
1882	8912	38440
1883	8915	38428
1884	8919	38417
1885	8922	38407
1886	8926	38396
1887	8929	38385
1888	8932	38372
1889	8935	38361
1890	8938	38349
1891	8941	38338
1892	8944	38326
1893	8947	38314
1894	8950	38302
1895	8954	38292
1896	8957	38281
1897	8960	38269
1898	8963	38257
1899	8966	38245
1900	8970	38236
1901	8975	38235
1902	8979	38226
1903	8982	38215
1904	8987	38212
1905	8991	38203
1906	8995	38193
1907	8999	38188
1908	9003	38181
1909	9011	38187
1910	9015	38179
1911	9020	38176
1912	9023	38165
1913	9026	38153
1914	9029	38142
1915	9035	38140
1916	9038	38129
1917	9041	38119
1918	9047	38117
1919	9050	38106
1920	9053	38094
1921	9057	38089
1922	9063	38087
1923	9067	38082
1924	9072	38077
1925	9076	38069
1926	9080	38062
1927	9085	38059
1928	9088	38047
1929	9091	38036
1930	9096	38030
1931	9100	38021
1932	9103	38010
1933	9106	37999
1934	9109	37988
1935	9113	37978
1936	9116	37967
1937	9119	37955
1938	9122	37943
1939	9125	37933
1940	9128	37922
1941	9131	37911
1942	9135	37899
1943	9138	37887
1944	9141	37876
1945	9144	37867
1946	9147	37856
1947	9151	37844
1948	9154	37834
1949	9157	37822
1950	9160	37812
1951	9163	37801
1952	9166	37789
1953	9169	37778
1954	9173	37767
1955	9176	37758
1956	9179	37747
1957	9182	37735
1958	9186	37724
1959	9188	37712
1960	9192	37704
1961	9195	37693
1962	9199	37682
1963	9202	37670
1964	9205	37659
1965	9208	37649
1966	9211	37638
1967	9214	37627
1968	9217	37616
1969	9221	37605
1970	9224	37596
1971	9227	37585
1972	9230	37573
1973	9233	37563
1974	9237	37551
1975	9240	37542
1976	9243	37531
1977	9246	37520
1978	9249	37509
1979	9253	37498
1980	9257	37494
1981	9262	37488
1982	9266	37480
1983	9269	37470
1984	9272	37459
1985	9275	37448
1986	9280	37442
1987	9284	37437
1988	9289	37433
1989	9294	37428
1990	9298	37423
1991	9303	37418
1992	9306	37407
1993	9309	37395
1994	9312	37384
1995	9315	37374
1996	9319	37366
1997	9322	37356
1998	9326	37346
1999	9329	37335
2000	9333	37329
2001	9337	37321
2002	9391	37512
2003	9516	37991
2004	9520	37982
2005	9524	37973
2006	9527	37963
2007	9531	37955
2008	9535	37948
2009	9539	37939
2010	9543	37930
2011	9548	37927
2012	9552	37920
2013	9556	37914
2014	9560	37906
2015	9566	37904
2016	9570	37899
2017	9575	37891
2018	9579	37887
2019	9584	37880
2020	9588	37873
2021	9592	37866
2022	9597	37862
2023	9601	37857
2024	9606	37851
2025	9611	37848
2026	9615	37841
2027	9619	37833
2028	9625	37830
2029	9630	37828
2030	9636	37827
2031	9641	37824
2032	9646	37822
2033	9651	37817
2034	9656	37812
2035	9662	37813
2036	9666	37807
2037	9670	37800
2038	9676	37798
2039	9680	37790
2040	9684	37784
2041	9689	37781
2042	9694	37775
2043	9698	37769
2044	9702	37761
2045	9708	37762
2046	9721	37787
2047	9728	37792
2048	9742	37822
2049	9748	37823
2050	9778	37918
2051	9785	37919
2052	9809	37991
2053	9822	38017
2054	9827	38013
2055	9847	38066
2056	9854	38072
2057	9860	38070
2058	9864	38063
2059	9869	38060
2060	9874	38056
2061	9879	38051
2062	9885	38049
2063	9888	38041
2064	9893	38033
2065	9897	38026
2066	9903	38025
2067	9906	38017
2068	9910	38008
2069	9913	37997
2070	9917	37988
2071	9920	37977
2072	9924	37968
2073	9928	37961
2074	9934	37962
2075	9939	37958
2076	9944	37953
2077	9949	37950
2078	9953	37941
2079	9956	37929
2080	9959	37918
2081	9963	37911
2082	9967	37901
2083	9970	37890
2084	9973	37878
2085	9976	37867
2086	9980	37859
2087	9983	37848
2088	9986	37836
2089	9989	37825
2090	9992	37814
2091	9996	37807
2092	10000	37798
2093	10003	37787
2094	10006	37776
2095	10010	37767
2096	10013	37756
2097	10016	37746
2098	10020	37735
2099	10023	37724
2100	10026	37713
2101	10029	37702
2102	10032	37691
2103	10036	37681
2104	10039	37670
2105	10042	37660
2106	10045	37649
2107	10048	37638
2108	10051	37627
2109	10055	37617
2110	10058	37607
2111	10061	37596
2112	10064	37585
2113	10067	37574
2114	10070	37563
2115	10075	37559
2116	10079	37550
2117	10082	37540
2118	10085	37529
2119	10090	37525
2120	10094	37516
2121	10098	37508
2122	10102	37500
2123	10107	37495
2124	10111	37489
2125	10115	37482
2126	10120	37476
2127	10125	37473
2128	10129	37466
2129	10133	37459
2130	10137	37452
2131	10141	37444
2132	10146	37440
2133	10154	37447
2134	10158	37441
2135	10162	37432
2136	10165	37422
2137	10171	37420
2138	10175	37412
2139	10179	37406
2140	10183	37399
2141	10189	37398
2142	10193	37389
2143	10196	37378
2144	10199	37368
2145	10203	37360
2146	10206	37350
2147	10210	37340
2148	10213	37329
2149	10216	37319
2150	10220	37311
2151	10225	37306
2152	10230	37302
2153	10235	37301
2154	10241	37298
2155	10246	37296
2156	10251	37293
2157	10254	37282
2158	10258	37272
2159	10261	37261
2160	10264	37252
2161	10268	37243
2162	10271	37232
2163	10274	37222
2164	10278	37212
2165	10281	37202
2166	10285	37196
2167	10289	37190
2168	10294	37184
2169	10299	37179
2170	10303	37174
2171	10307	37164
2172	10310	37154
2173	10313	37145
2174	10317	37134
2175	10320	37124
2176	10323	37113
2177	10326	37103
2178	10330	37095
2179	10333	37084
2180	10336	37074
2181	10339	37063
2182	10342	37052
2183	10346	37044
2184	10349	37034
2185	10353	37024
2186	10356	37014
2187	10359	37004
2188	10363	36996
2189	10366	36986
2190	10369	36976
2191	10373	36966
2192	10376	36955
2193	10379	36946
2194	10382	36936
2195	10385	36925
2196	10389	36915
2197	10392	36905
2198	10395	36894
2199	10398	36884
2200	10401	36874
2201	10404	36863
2202	10407	36852
2203	10411	36844
2204	10414	36835
2205	10418	36824
2206	10421	36815
2207	10424	36804
2208	10427	36795
2209	10430	36784
2210	10435	36778
2211	10439	36771
2212	10443	36765
2213	10447	36756
2214	10450	36748
2215	10454	36739
2216	10459	36735
2217	10463	36726
2218	10466	36716
2219	10469	36705
2220	10472	36696
2221	10476	36688
2222	10480	36681
2223	10484	36674
2224	10502	36716
2225	10661	37250
2226	10668	37251
2227	10672	37245
2228	10676	37236
2229	10679	37228
2230	10683	37219
2231	10688	37214
2232	10692	37206
2233	10696	37199
2234	10699	37191
2235	10704	37185
2236	10708	37178
2237	10712	37169
2238	10716	37161
2239	10720	37155
2240	10724	37147
2241	10728	37139
2242	10731	37130
2243	10736	37124
2244	10741	37120
2245	10745	37114
2246	10749	37107
2247	10753	37100
2248	10758	37093
2249	10762	37088
2250	10768	37085
2251	10772	37079
2252	10776	37071
2253	10780	37065
2254	10785	37060
2255	10789	37053
2256	10793	37045
2257	10796	37035
2258	10800	37027
2259	10804	37020
2260	10808	37012
2261	10813	37006
2262	10817	37001
2263	10823	37000
2264	10826	36989
2265	10830	36982
2266	10834	36972
2267	10837	36961
2268	10840	36951
2269	10843	36940
2270	10847	36934
2271	10850	36924
2272	10854	36914
2273	10857	36904
2274	10860	36895
2275	10864	36886
2276	10867	36876
2277	10870	36865
2278	10873	36854
2279	10877	36845
2280	10880	36835
2281	10883	36824
2282	10886	36814
2283	10889	36803
2284	10892	36793
2285	10896	36784
2286	10899	36774
2287	10902	36763
2288	10905	36753
2289	10908	36743
2290	10912	36734
2291	10915	36723
2292	10918	36713
2293	10921	36703
2294	10924	36692
2295	10927	36683
2296	10931	36673
2297	10934	36663
2298	10937	36653
2299	10940	36643
2300	10943	36633
2301	10946	36622
2302	10950	36613
2303	10953	36602
2304	10956	36593
2305	10959	36582
2306	10962	36572
2307	10965	36561
2308	10968	36551
2309	10972	36541
2310	10975	36532
2311	10978	36521
2312	10981	36512
2313	10984	36502
2314	10987	36491
2315	10991	36482
2316	10994	36472
2317	10997	36462
2318	11000	36452
2319	11004	36442
2320	11007	36433
2321	11010	36422
2322	11013	36412
2323	11016	36401
2324	11019	36391
2325	11022	36382
2326	11026	36373
2327	11029	36363
2328	11032	36353
2329	11035	36343
2330	11040	36337
2331	11043	36328
2332	11046	36318
2333	11050	36309
2334	11053	36301
2335	11056	36291
2336	11059	36280
2337	11062	36270
2338	11065	36259
2339	11069	36252
2340	11073	36244
2341	11076	36234
2342	11079	36225
2343	11083	36215
2344	11087	36208
2345	11091	36201
2346	11095	36195
2347	11100	36192
2348	11105	36187
2349	11109	36181
2350	11112	36171
2351	11117	36165
2352	11120	36156
2353	11124	36147
2354	11127	36138
2355	11130	36128
2356	11134	36120
2357	11137	36110
2358	11140	36100
2359	11144	36093
2360	11149	36090
2361	11154	36084
2362	11158	36078
2363	11163	36074
2364	11167	36068
2365	11172	36062
2366	11176	36055
2367	11181	36051
2368	11185	36044
2369	11189	36038
2370	11193	36033
2371	11199	36031
2372	11204	36028
2373	11212	36031
2374	11216	36026
2375	11219	36017
2376	11222	36007
2377	11226	35998
2378	11230	35991
2379	11233	35981
2380	11236	35971
2381	11239	35961
2382	11243	35954
2383	11247	35946
2384	11250	35936
2385	11253	35927
2386	11256	35917
2387	11260	35908
2388	11263	35899
2389	11266	35889
2390	11269	35879
2391	11272	35869
2392	11276	35861
2393	11279	35852
2394	11282	35842
2395	11285	35832
2396	11289	35822
2397	11292	35813
2398	11295	35804
2399	11298	35794
2400	11302	35785
2401	11305	35777
2402	11308	35767
2403	11312	35757
2404	11315	35748
2405	11318	35738
2406	11321	35729
2407	11324	35719
2408	11327	35709
2409	11330	35699
2410	11333	35689
2411	11337	35683
2412	11341	35675
2413	11345	35668
2414	11349	35659
2415	11352	35650
2416	11355	35641
2417	11358	35632
2418	11362	35622
2419	11366	35616
2420	11370	35611
2421	11374	35604
2422	11379	35598
2423	11382	35591
2424	11389	35592
2425	11393	35586
2426	11398	35580
2427	11403	35577
2428	11407	35571
2429	11411	35563
2430	11415	35556
2431	11419	35549
2432	11422	35541
2433	11425	35531
2434	11429	35522
2435	11433	35515
2436	11435	35504
2437	11439	35495
2438	11442	35485
2439	11445	35475
2440	11449	35468
2441	11452	35460
2442	11455	35451
2443	11459	35442
2444	11462	35432
2445	11465	35424
2446	11469	35416
2447	11472	35407
2448	11475	35397
2449	11479	35389
2450	11483	35381
2451	11486	35372
2452	11489	35363
2453	11492	35353
2454	11496	35345
2455	11499	35336
2456	11502	35327
2457	11505	35317
2458	11508	35307
2459	11512	35300
2460	11515	35290
2461	11518	35280
2462	11521	35270
2463	11524	35261
2464	11528	35253
2465	11531	35244
2466	11534	35234
2467	11537	35225
2468	11540	35215
2469	11544	35208
2470	11547	35198
2471	11550	35189
2472	11553	35179
2473	11556	35170
2474	11560	35163
2475	11563	35153
2476	11566	35144
2477	11570	35135
2478	11573	35125
2479	11576	35117
2480	11580	35108
2481	11583	35099
2482	11586	35090
2483	11589	35081
2484	11593	35074
2485	11596	35064
2486	11599	35054
2487	11602	35046
2488	11605	35037
2489	11609	35029
2490	11612	35020
2491	11615	35010
2492	11619	35003
2493	11624	34998
2494	11628	34994
2495	11678	35124
2496	11820	35531
2497	11825	35528
2498	11829	35521
2499	11832	35513
2500	11836	35505
2501	11841	35501
2502	11845	35494
2503	11849	35487
2504	11853	35479
2505	11857	35473
2506	11861	35465
2507	11865	35458
2508	11868	35449
2509	11873	35445
2510	11877	35438
2511	11881	35430
2512	11884	35422
2513	11888	35415
2514	11892	35408
2515	11896	35400
2516	11900	35395
2517	11905	35390
2518	11909	35384
2519	11913	35377
2520	11918	35371
2521	11924	35370
2522	11928	35364
2523	11931	35356
2524	11935	35348
2525	11938	35338
2526	11943	35332
2527	11947	35326
2528	11952	35322
2529	11957	35318
2530	11961	35312
2531	11967	35312
2532	11971	35305
2533	11975	35296
2534	11978	35286
2535	11982	35281
2536	11986	35272
2537	11989	35263
2538	11992	35254
2539	11995	35245
2540	11999	35237
2541	12002	35228
2542	12005	35218
2543	12008	35208
2544	12011	35198
2545	12015	35191
2546	12018	35182
2547	12021	35172
2548	12024	35163
2549	12027	35153
2550	12031	35146
2551	12035	35137
2552	12038	35128
2553	12041	35119
2554	12044	35110
2555	12047	35101
2556	12051	35092
2557	12054	35082
2558	12057	35073
2559	12060	35063
2560	12063	35055
2561	12066	35046
2562	12069	35036
2563	12072	35026
2564	12075	35017
2565	12079	35009
2566	12082	35000
2567	12085	34990
2568	12088	34981
2569	12092	34973
2570	12095	34964
2571	12098	34954
2572	12101	34945
2573	12104	34936
2574	12108	34927
2575	12111	34918
2576	12114	34909
2577	12117	34900
2578	12120	34890
2579	12124	34883
2580	12127	34874
2581	12130	34864
2582	12133	34855
2583	12136	34845
2584	12141	34841
2585	12145	34833
2586	12148	34825
2587	12151	34815
2588	12154	34806
2589	12158	34799
2590	12161	34790
2591	12165	34781
2592	12168	34772
2593	12171	34762
2594	12174	34755
2595	12178	34746
2596	12181	34736
2597	12184	34727
2598	12187	34717
2599	12190	34710
2600	12194	34701
2601	12197	34693
2602	12200	34683
2603	12203	34674
2604	12206	34665
2605	12209	34656
2606	12212	34647
2607	12216	34639
2608	12219	34630
2609	12223	34622
2610	12226	34613
2611	12229	34604
2612	12233	34597
2613	12237	34592
2614	12241	34584
2615	12245	34577
2616	12250	34573
2617	12255	34570
2618	12259	34562
2619	12262	34554
2620	12265	34544
2621	12270	34539
2622	12273	34531
2623	12276	34523
2624	12280	34514
2625	12283	34506
2626	12286	34497
2627	12289	34488
2628	12292	34479
2629	12296	34469
2630	12299	34460
2631	12302	34452
2632	12305	34443
2633	12309	34437
2634	12315	34435
2635	12319	34430
2636	12324	34424
2637	12328	34418
2638	12333	34414
2639	12337	34408
2640	12341	34402
2641	12345	34395
2642	12350	34390
2643	12354	34385
2644	12358	34378
2645	12364	34376
2646	12375	34391
2647	12381	34389
2648	12385	34381
2649	12388	34373
2650	12392	34366
2651	12397	34362
2652	12401	34355
2653	12404	34346
2654	12407	34337
2655	12411	34330
2656	12414	34322
2657	12417	34313
2658	12420	34304
2659	12423	34295
2660	12428	34289
2661	12431	34281
2662	12434	34272
2663	12437	34263
2664	12441	34255
2665	12445	34250
2666	12449	34242
2667	12452	34234
2668	12455	34225
2669	12460	34219
2670	12463	34211
2671	12466	34202
2672	12469	34193
2673	12472	34184
2674	12476	34177
2675	12479	34169
2676	12482	34160
2677	12486	34151
2678	12490	34145
2679	12494	34139
2680	12499	34134
2681	12502	34126
2682	12506	34119
2683	12509	34110
2684	12512	34101
2685	12515	34092
2686	12519	34086
2687	12524	34083
2688	12529	34079
2689	12534	34074
2690	12540	34073
2691	12544	34067
2692	12548	34059
2693	12551	34050
2694	12554	34043
2695	12558	34035
2696	12561	34026
2697	12564	34017
2698	12567	34008
2699	12571	34001
2700	12574	33994
2701	12578	33987
2702	12582	33980
2703	12587	33976
2704	12591	33969
2705	12594	33960
2706	12597	33951
2707	12600	33941
2708	12603	33934
2709	12606	33925
2710	12609	33916
2711	12613	33907
2712	12616	33898
2713	12619	33891
2714	12625	33889
2715	12631	33887
2716	12635	33883
2717	12639	33876
2718	12643	33869
2719	12647	33862
2720	12652	33858
2721	12655	33850
2722	12659	33843
2723	12662	33834
2724	12666	33827
2725	12669	33818
2726	12672	33809
2727	12675	33800
2728	12678	33791
2729	12681	33783
2730	12684	33774
2731	12687	33765
2732	12690	33756
2733	12693	33748
2734	12697	33739
2735	12700	33731
2736	12703	33723
2737	12706	33714
2738	12709	33705
2739	12713	33697
2740	12716	33689
2741	12719	33680
2742	12722	33671
2743	12725	33662
2744	12728	33653
2745	12731	33645
2746	12735	33637
2747	12738	33628
2748	12741	33620
2749	12745	33614
2750	12748	33605
2751	12752	33597
2752	12755	33589
2753	12758	33580
2754	12762	33575
2755	12766	33567
2756	12769	33558
2757	12772	33550
2758	12775	33542
2759	12779	33535
2760	12782	33527
2761	12785	33518
2762	12789	33510
2763	12793	33505
2764	12797	33498
2765	13010	34038
2766	13018	34042
2767	13022	34035
2768	13027	34031
2769	13032	34028
2770	13037	34025
2771	13043	34024
2772	13049	34022
2773	13054	34019
2774	13060	34017
2775	13065	34011
2776	13069	34005
2777	13073	33999
2778	13077	33993
2779	13081	33986
2780	13085	33981
2781	13091	33979
2782	13096	33973
2783	13101	33970
2784	13107	33968
2785	13112	33966
2786	13120	33968
2787	13127	33969
2788	13132	33966
2789	13139	33968
2790	13144	33962
2791	13147	33955
2792	13151	33947
2793	13154	33939
2794	13158	33931
2795	13161	33922
2796	13164	33914
2797	13167	33906
2798	13171	33897
2799	13174	33888
2800	13177	33879
2801	13180	33870
2802	13183	33862
2803	13186	33854
2804	13190	33845
2805	13193	33836
2806	13196	33827
2807	13199	33819
2808	13202	33810
2809	13205	33802
2810	13208	33792
2811	13211	33784
2812	13214	33774
2813	13218	33766
2814	13221	33757
2815	13224	33748
2816	13227	33739
2817	13230	33731
2818	13234	33724
2819	13237	33716
2820	13240	33707
2821	13243	33699
2822	13246	33689
2823	13250	33682
2824	13253	33673
2825	13256	33665
2826	13259	33656
2827	13263	33648
2828	13266	33641
2829	13270	33632
2830	13273	33623
2831	13276	33614
2832	13279	33606
2833	13282	33598
2834	13285	33589
2835	13288	33580
2836	13291	33572
2837	13295	33564
2838	13298	33555
2839	13301	33546
2840	13304	33538
2841	13307	33529
2842	13311	33521
2843	13314	33512
2844	13317	33504
2845	13320	33495
2846	13323	33486
2847	13326	33478
2848	13330	33470
2849	13333	33462
2850	13336	33453
2851	13339	33444
2852	13346	33444
2853	13350	33439
2854	13354	33432
2855	13357	33424
2856	13362	33420
2857	13366	33413
2858	13370	33407
2859	13373	33399
2860	13377	33393
2861	13381	33385
2862	13384	33377
2863	13387	33369
2864	13392	33365
2865	13397	33359
2866	13401	33353
2867	13405	33348
2868	13412	33347
2869	13415	33340
2870	13419	33333
2871	13423	33327
2872	13427	33319
2873	13430	33311
2874	13434	33306
2875	13438	33298
2876	13441	33291
2877	13444	33282
2878	13448	33275
2879	13451	33266
2880	13455	33259
2881	13458	33251
2882	13461	33243
2883	13465	33235
2884	13468	33226
2885	13472	33220
2886	13475	33212
2887	13478	33204
2888	13482	33196
2889	13485	33187
2890	13488	33180
2891	13492	33172
2892	13495	33164
2893	13498	33155
2894	13501	33146
2895	13504	33139
2896	13508	33131
2897	13511	33123
2898	13514	33115
2899	13517	33106
2900	13521	33098
2901	13525	33092
2902	13529	33086
2903	13533	33080
2904	13537	33075
2905	13542	33071
2906	13547	33065
2907	13552	33063
2908	13557	33058
2909	13561	33053
2910	13566	33049
2911	13571	33045
2912	13575	33038
2913	13578	33030
2914	13584	33028
2915	13591	33028
2916	13597	33027
2917	13601	33023
2918	13605	33015
2919	13608	33006
2920	13611	32997
2921	13616	32993
2922	13619	32986
2923	13622	32977
2924	13625	32968
2925	13629	32961
2926	13632	32952
2927	13635	32944
2928	13638	32936
2929	13641	32928
2930	13644	32920
2931	13648	32912
2932	13650	32902
2933	13653	32894
2934	13656	32885
2935	13660	32877
2936	13663	32870
2937	13666	32861
2938	13669	32853
2939	13672	32844
2940	13677	32840
2941	13682	32835
2942	13686	32830
2943	13691	32825
2944	13696	32823
2945	13701	32819
2946	13705	32812
2947	13710	32809
2948	13714	32802
2949	13719	32797
2950	13722	32789
2951	13726	32783
2952	13729	32776
2953	13733	32768
2954	13736	32759
2955	13739	32751
2956	13743	32744
2957	13746	32736
2958	13749	32728
2959	13753	32721
2960	13756	32713
2961	13759	32705
2962	13763	32697
2963	13766	32689
2964	13769	32681
2965	13772	32673
2966	13775	32665
2967	13778	32657
2968	13782	32649
2969	13785	32642
2970	13789	32635
2971	13792	32627
2972	13795	32618
2973	13798	32610
2974	13801	32602
2975	13805	32595
2976	13808	32587
2977	13812	32579
2978	13815	32570
2979	13818	32562
2980	13821	32555
2981	13825	32548
2982	13828	32540
2983	13832	32532
2984	13835	32524
2985	13838	32517
2986	13841	32509
2987	13844	32500
2988	13848	32492
2989	13851	32484
2990	13855	32478
2991	13858	32470
2992	13861	32462
2993	13864	32454
2994	13867	32445
2995	13871	32438
2996	13874	32430
2997	13877	32421
2998	13880	32413
2999	13883	32405
3000	13887	32398
3001	13890	32391
3002	13893	32383
3003	13896	32374
3004	13899	32366
3005	13903	32359
3006	13906	32351
3007	13909	32343
3008	13912	32335
3009	13916	32327
3010	13919	32319
3011	13922	32311
3012	13925	32303
3013	13928	32295
3014	13931	32286
3015	13935	32280
3016	13938	32272
3017	13941	32264
3018	13944	32256
3019	13948	32248
3020	13951	32241
3021	13955	32233
3022	13958	32226
3023	13961	32217
3024	13965	32211
3025	13969	32205
3026	13973	32200
3027	13978	32195
3028	13984	32194
3029	13991	32196
3030	14116	32468
3031	14222	32695
3032	14231	32702
3033	14235	32695
3034	14239	32688
3035	14243	32681
3036	14247	32676
3037	14251	32670
3038	14255	32664
3039	14261	32662
3040	14267	32660
3041	14272	32657
3042	14278	32655
3043	14285	32655
3044	14289	32649
3045	14295	32646
3046	14299	32639
3047	14303	32633
3048	14306	32626
3049	14311	32621
3050	14315	32615
3051	14322	32615
3052	14328	32613
3053	14334	32613
3054	14339	32608
3055	14344	32604
3056	14348	32598
3057	14354	32596
3058	14359	32592
3059	14362	32584
3060	14365	32576
3061	14368	32568
3062	14372	32560
3063	14375	32553
3064	14378	32544
3065	14382	32536
3066	14385	32528
3067	14388	32521
3068	14392	32514
3069	14395	32506
3070	14398	32498
3071	14402	32490
3072	14405	32483
3073	14408	32475
3074	14412	32467
3075	14415	32458
3076	14418	32450
3077	14422	32443
3078	14425	32436
3079	14428	32428
3080	14431	32420
3081	14435	32412
3082	14438	32405
3083	14442	32397
3084	14445	32389
3085	14448	32381
3086	14451	32373
3087	14455	32365
3088	14458	32357
3089	14461	32349
3090	14464	32341
3091	14467	32332
3092	14470	32325
3093	14474	32317
3094	14477	32309
3095	14480	32301
3096	14483	32293
3097	14486	32285
3098	14489	32277
3099	14493	32269
3100	14496	32260
3101	14499	32253
3102	14502	32245
3103	14505	32237
3104	14509	32229
3105	14512	32221
3106	14515	32213
3107	14518	32205
3108	14521	32196
3109	14524	32188
3110	14527	32179
3111	14530	32171
3112	14534	32164
3113	14537	32157
3114	14540	32148
3115	14544	32141
3116	14548	32135
3117	14551	32129
3118	14556	32123
3119	14560	32118
3120	14565	32113
3121	14570	32109
3122	14573	32102
3123	14576	32094
3124	14580	32088
3125	14583	32079
3126	14586	32071
3127	14590	32063
3128	14593	32055
3129	14597	32049
3130	14600	32042
3131	14603	32034
3132	14607	32026
3133	14610	32018
3134	14613	32011
3135	14616	32003
3136	14620	31995
3137	14623	31987
3138	14626	31980
3139	14629	31971
3140	14632	31963
3141	14635	31955
3142	14639	31948
3143	14642	31939
3144	14645	31932
3145	14648	31924
3146	14651	31916
3147	14655	31908
3148	14658	31900
3149	14661	31893
3150	14664	31885
3151	14668	31878
3152	14671	31870
3153	14675	31864
3154	14678	31856
3155	14681	31848
3156	14685	31841
3157	14688	31832
3158	14691	31825
3159	14694	31817
3160	14697	31809
3161	14700	31801
3162	14704	31793
3163	14707	31787
3164	14711	31780
3165	14714	31772
3166	14717	31764
3167	14720	31756
3168	14724	31749
3169	14728	31744
3170	14733	31738
3171	14738	31735
3172	14742	31730
3173	14750	31731
3174	14756	31730
3175	14761	31726
3176	14765	31720
3177	14768	31713
3178	14773	31708
3179	14777	31701
3180	14781	31695
3181	14784	31689
3182	14791	31688
3183	14796	31685
3184	14801	31681
3185	14805	31675
3186	14808	31667
3187	14811	31659
3188	14815	31651
3189	14819	31647
3190	14823	31640
3191	14826	31632
3192	14829	31623
3193	14832	31616
3194	14837	31611
3195	14840	31604
3196	14844	31598
3197	14849	31593
3198	14853	31588
3199	14859	31586
3200	14862	31579
3201	14866	31572
3202	14870	31565
3203	14873	31557
3204	14876	31549
3205	14879	31541
3206	14883	31536
3207	14887	31529
3208	14890	31521
3209	14893	31513
3210	14896	31505
3211	14900	31498
3212	14903	31491
3213	14906	31483
3214	14910	31476
3215	14913	31469
3216	14916	31461
3217	14920	31454
3218	14924	31449
3219	14930	31446
3220	14934	31441
3221	14938	31434
3222	14941	31427
3223	14944	31419
3224	14948	31412
3225	14951	31406
3226	14955	31399
3227	14959	31392
3228	14963	31386
3229	14966	31379
3230	14969	31371
3231	14972	31363
3232	14975	31355
3233	14979	31348
3234	14982	31340
3235	14985	31332
3236	14988	31324
3237	14991	31316
3238	14995	31310
3239	14998	31302
3240	15001	31294
3241	15004	31286
3242	15007	31278
3243	15011	31272
