iter	MAPE	RMSE	R2	MAE
2257	0.1570832261	538695.0532	0.9798054484	320248.5539
2258	0.1570049196	538657.1947	0.9798082867	320197.7802
2259	0.1569852161	538566.2634	0.9798151033	320133.5488
2260	0.1569318128	538465.5422	0.9798226525	320042.1719
2261	0.1568793943	538409.126	0.9798268803	319970.2765
2262	0.1568564007	538358.335	0.9798306862	319908.6665
2263	0.1568226339	538253.2413	0.97983856	319847.9899
2264	0.1567162895	538200.156	0.9798425366	319777.7321
2265	0.1567053998	538146.3224	0.979846569	319725.4501
2266	0.1567018713	537945.4368	0.9798616124	319629.439
2267	0.1566570807	537863.588	0.97986774	319554.1362
2268	0.1566273724	537732.1454	0.9798775786	319453.4389
2269	0.1566100358	537658.01	0.9798831267	319405.5458
2270	0.1566071942	537611.5575	0.9798866026	319364.9053
2271	0.1565841684	537561.9596	0.9798903136	319305.519
2272	0.1565809202	537366.205	0.979904957	319211.8699
2273	0.1565747059	537325.0327	0.9799080362	319186.6325
2274	0.1565062806	537210.3775	0.9799166097	319096.482
2275	0.1564708941	537169.1264	0.9799196939	319049.5673
2276	0.1564547672	537106.3291	0.9799243886	319013.8972
2277	0.156416439	537029.6734	0.9799301186	318925.8066
2278	0.1563932613	536842.3707	0.9799441159	318797.3982
2279	0.1563791455	536779.3359	0.9799488254	318753.5502
2280	0.1563252157	536736.1588	0.979952051	318703.5289
2281	0.1562363385	536681.8235	0.9799561098	318654.7682
2282	0.1561801108	536623.0594	0.979960499	318589.0815
2283	0.1561422191	536551.7772	0.9799658226	318547.5131
2284	0.1561193363	536424.1538	0.979975352	318425.4469
2285	0.1560939542	536365.0402	0.9799797652	318367.5968
2286	0.1559905931	536313.5891	0.9799836059	318299.2808
2287	0.155960195	536261.3632	0.9799875041	318237.6259
2288	0.1559381679	536136.6165	0.9799968137	318129.6204
2289	0.1558629453	536071.4467	0.9800016764	318076.8477
2290	0.1558634827	536061.5617	0.9800024139	318065.944
2291	0.1558083455	535971.6168	0.9800091241	317967.0609
2292	0.155756088	535934.7451	0.9800118745	317897.4475
2293	0.1557399887	535816.0507	0.9800207271	317821.3202
2294	0.1557279409	535738.7129	0.9800264942	317746.0415
2295	0.1556695179	535659.5735	0.9800323947	317661.4958
2296	0.1556290534	535587.9215	0.9800377363	317592.5028
2297	0.1555693259	535494.3116	0.9800447136	317503.5772
2298	0.1555521051	535397.4022	0.9800519357	317458.5794
2299	0.1555498292	535362.3336	0.9800545488	317441.3834
2300	0.1555020185	535262.039	0.9800620213	317347.1542
2301	0.1554857126	535167.289	0.9800690793	317303.9381
2302	0.1553836666	535099.0418	0.9800741624	317216.532
2303	0.1552772397	535010.0855	0.9800807869	317100.3895
2304	0.1552641612	534909.5545	0.980088272	317020.7409
2305	0.1552526185	534876.1354	0.9800907599	316998.256
2306	0.1551507633	534825.8796	0.980094501	316930.0962
2307	0.1551464776	534794.6957	0.9800968222	316917.9985
2308	0.1550885395	534704.4925	0.9801035357	316831.9878
2309	0.1550583925	534569.8927	0.9801135514	316751.6445
2310	0.1549984191	534487.9662	0.9801196464	316664.1249
2311	0.1549882375	534428.0325	0.9801241047	316629.4352
2312	0.1549361412	534370.8119	0.9801283606	316571.1872
2313	0.1549173328	534311.3389	0.9801327836	316535.1205
2314	0.1549141426	534120.8882	0.9801469441	316440.0296
2315	0.1548831357	534043.4352	0.9801527015	316363.0091
2316	0.1548320019	533979.9439	0.9801574204	316298.3013
2317	0.1547963542	533870.5142	0.9801655523	316239.8303
2318	0.1547695011	533820.2003	0.9801692907	316173.4945
2319	0.1547321421	533727.9004	0.9801761477	316117.0676
2320	0.1547290335	533542.0781	0.9801899491	316023.9642
2321	0.1546640248	533505.5188	0.9801926638	315972.8582
2322	0.1546403659	533454.4048	0.980196459	315919.7457
2323	0.1546376893	533273.0875	0.9802099189	315828.0993
2324	0.1546095147	533207.1216	0.9802148147	315774.9258
2325	0.1546141468	533158.2796	0.9802184392	315738.8657
2326	0.154566591	533088.6179	0.9802236081	315667.9572
2327	0.1545674016	533079.0454	0.9802243183	315657.5961
2328	0.1544721687	532995.326	0.9802305293	315531.8074
2329	0.1544510232	532878.2378	0.9802392143	315426.1913
2330	0.1544049847	532794.2821	0.9802454404	315357.0614
2331	0.1543860263	532731.0293	0.9802501306	315311.9908
2332	0.1543372409	532616.0794	0.9802586528	315229.7027
2333	0.154326182	532510.7159	0.9802664626	315159.2512
2334	0.1542816287	532447.4737	0.9802711495	315100.9959
2335	0.1542534215	532378.1067	0.9802762897	315030.3694
2336	0.1542424583	532342.3403	0.9802789398	315017.6052
2337	0.1542114986	532286.9473	0.9802830437	314971.4511
2338	0.1541615573	532176.8632	0.9802911983	314877.9593
2339	0.1540740142	532101.3793	0.9802967889	314758.8604
2340	0.1539769673	532050.1917	0.9803005796	314701.2762
2341	0.1539563102	531983.9542	0.9803054842	314627.9326
2342	0.1539420001	531925.6692	0.9803097995	314594.8448
2343	0.1538856389	531884.3613	0.9803128576	314537.7411
2344	0.1538693592	531785.5886	0.9803201688	314473.5912
2345	0.153833398	531696.7158	0.9803267461	314419.1921
2346	0.1538069477	531576.6049	0.9803356336	314318.3185
2347	0.1537494899	531550.4851	0.980337566	314282.5701
2348	0.1537518226	531520.5091	0.9803397836	314271.5228
2349	0.153746149	531481.6269	0.9803426599	314248.8495
2350	0.1537420809	531444.0466	0.9803454397	314225.9212
2351	0.1537171384	531429.2293	0.9803465356	314204.8186
2352	0.1537058983	531383.2306	0.9803499378	314168.8341
2353	0.153667222	531339.3008	0.9803531866	314117.3078
2354	0.1536326991	531266.1637	0.9803585949	314036.5986
2355	0.153531899	531185.8754	0.9803645311	313937.4304
2356	0.1535236716	531166.648	0.9803659526	313926.1404
2357	0.1535158742	531150.1105	0.9803671751	313909.8958
2358	0.153466991	531096.4118	0.9803711446	313851.7955
2359	0.153431868	530983.3895	0.9803794982	313772.3969
2360	0.1533834013	530847.801	0.9803895172	313653.9162
2361	0.1533731193	530820.7195	0.980391518	313632.2021
2362	0.1533737341	530799.0578	0.9803931184	313613.7972
2363	0.1533821628	530730.9778	0.9803981476	313570.9356
2364	0.1533678266	530704.7967	0.9804000815	313557.7626
2365	0.1533338792	530561.1396	0.9804106911	313452.3941
2366	0.1533248527	530523.8393	0.9804134454	313422.397
2367	0.1533255334	530504.046	0.9804149069	313411.2765
2368	0.1533096162	530465.2842	0.9804177688	313377.4063
2369	0.1532915768	530430.1503	0.9804203626	313351.4629
2370	0.1532908283	530390.4878	0.9804232906	313329.3076
2371	0.1532700067	530357.9002	0.9804256962	313290.6662
2372	0.1532215759	530305.627	0.9804295545	313235.1742
2373	0.1531913278	530205.262	0.9804369616	313151.7108
2374	0.1531660096	530107.6382	0.980444165	313109.6174
2375	0.1531379539	530051.8928	0.9804482777	313071.7463
2376	0.1531342381	530014.649	0.9804510252	313045.4963
2377	0.1530477035	529966.0147	0.9804546127	312979.6649
2378	0.1529861382	529934.676	0.9804569242	312929.8544
2379	0.152984743	529911.228	0.9804586536	312909.9345
2380	0.1529835093	529872.4963	0.9804615101	312888.0832
2381	0.1529519851	529778.1362	0.9804684683	312826.9896
2382	0.1529312705	529738.6147	0.9804713823	312796.6918
2383	0.152873048	529676.4364	0.9804759664	312733.0959
2384	0.1528246599	529602.3083	0.9804814308	312651.373
2385	0.1527839362	529467.0946	0.9804913962	312574.9443
2386	0.1527832629	529358.3668	0.9804994076	312508.9976
2387	0.1527364943	529325.4303	0.9805018342	312462.4513
2388	0.1527013065	529239.5211	0.9805081628	312392.2465
2389	0.152694043	529190.259	0.9805117912	312366.8323
2390	0.152685329	529124.574	0.9805166288	312334.0801
2391	0.1526181069	529018.2271	0.9805244598	312255.7382
2392	0.1525959139	528968.0652	0.980528153	312190.7579
2393	0.152521365	528945.0475	0.9805298476	312149.7376
2394	0.1525095228	528862.1255	0.9805359517	312118.536
2395	0.1524901788	528791.91	0.9805411198	312051.5059
2396	0.152450947	528747.596	0.980544381	312027.7747
2397	0.1524322563	528645.7297	0.9805518768	311946.0609
2398	0.1524054774	528588.6333	0.9805560776	311911.6693
2399	0.1523996816	528551.1855	0.9805588325	311889.1917
2400	0.1523445567	528486.8171	0.9805635674	311815.3079
2401	0.1523093811	528421.854	0.9805683454	311756.1392
2402	0.152252335	528366.6416	0.9805724059	311683.3878
2403	0.152159667	528321.0814	0.9805757562	311622.0007
2404	0.152142211	528241.6366	0.9805815974	311576.7458
2405	0.1521272171	528217.6826	0.9805833585	311559.4959
2406	0.1521216823	528180.6691	0.9805860796	311537.5975
2407	0.1520621111	528146.0952	0.9805886211	311503.8069
2408	0.1520380529	528116.1697	0.9805908208	311491.5558
2409	0.1520161653	528097.7882	0.9805921719	311481.2111
2410	0.1520202074	528050.8522	0.9805956216	311458.4747
2411	0.1519964444	528030.924	0.9805970861	311446.9756
2412	0.1519926515	527963.3119	0.9806020547	311427.729
2413	0.1519807224	527933.9655	0.9806042111	311401.2229
2414	0.1519750088	527884.6513	0.9806078345	311378.3394
2415	0.1519739677	527847.5274	0.9806105619	311356.8275
2416	0.1519682451	527799.1858	0.9806141132	311334.0521
2417	0.1519317408	527756.88	0.9806172208	311296.8936
2418	0.1519047928	527709.2377	0.9806207202	311265.658
2419	0.1519033188	527674.9243	0.9806232403	311245.0183
2420	0.1518899221	527603.9284	0.980628454	311168.5698
2421	0.1518891967	527544.1349	0.9806328445	311112.2772
2422	0.1518581622	527476.7572	0.9806377914	311025.1481
2423	0.1517940204	527380.4134	0.9806448637	310968.0051
2424	0.1517738707	527332.4415	0.9806483848	310924.8886
2425	0.1517484959	527262.9407	0.9806534854	310868.7957
2426	0.1517392585	527208.6723	0.9806574677	310812.3319
2427	0.1517168221	527190.7933	0.9806587796	310801.6241
2428	0.1516691254	527115.4386	0.9806643083	310730.9101
2429	0.1516117573	527082.78	0.9806667042	310693.2734
2430	0.1515854425	527043.7924	0.9806695642	310654.3727
2431	0.1515470437	526840.5031	0.9806844734	310540.8854
2432	0.1515187564	526755.1071	0.9806907347	310458.7224
2433	0.1514869273	526688.3106	0.9806956315	310397.1746
2434	0.1514572325	526599.3345	0.9807021533	310341.2382
2435	0.1514279099	526491.0228	0.9807100909	310267.1976
2436	0.1514119388	526476.6634	0.9807111431	310255.4123
2437	0.1513708952	526424.3495	0.9807149762	310194.8742
2438	0.1513426453	526377.3348	0.9807184207	310144.5567
2439	0.1513221712	526265.6483	0.9807266022	310052.5964
2440	0.1512903104	526160.4639	0.9807343057	309989.7709
2441	0.1512483583	526142.525	0.9807356194	309965.9848
2442	0.1512199144	526075.7111	0.9807405118	309905.3672
2443	0.15120738	525991.846	0.9807466519	309839.3698
2444	0.1511879485	525923.7273	0.9807516384	309773.0327
2445	0.1511722648	525907.1121	0.9807528545	309756.1028
2446	0.1511451843	525825.6938	0.9807588136	309700.282
2447	0.1511061731	525737.2372	0.9807652867	309632.9623
2448	0.1510624871	525659.4685	0.9807709768	309563.482
2449	0.1510216691	525585.4744	0.9807763899	309490.3824
2450	0.1509967892	525555.2963	0.9807785974	309454.2435
2451	0.1509384547	525539.0882	0.980779783	309431.5486
2452	0.1509143245	525475.9198	0.9807844031	309394.791
2453	0.1508925205	525366.1412	0.9807924311	309291.7641
2454	0.1508558074	525331.4325	0.9807949689	309252.4547
2455	0.1508151974	525307.0484	0.9807967517	309243.4294
2456	0.1507825167	525281.1924	0.9807986421	309215.4508
2457	0.1507661249	525197.2991	0.9808047749	309172.7665
2458	0.1507169299	525099.3513	0.980811934	309065.9251
2459	0.1507103376	525057.9492	0.9808149597	309040.1302
2460	0.1507265828	525001.6101	0.9808190766	309010.5537
2461	0.1507266967	524981.4622	0.9808205488	308994.9073
2462	0.1506863292	524940.2787	0.9808235578	308951.102
2463	0.1506103458	524908.313	0.9808258932	308899.7755
2464	0.1505549854	524853.9725	0.980829863	308823.9922
2465	0.1505473975	524819.6819	0.9808323678	308793.2493
2466	0.1505038156	524685.8015	0.9808421458	308689.4369
2467	0.1503941329	524645.7617	0.9808450696	308640.0755
2468	0.1503789002	524604.7883	0.9808480614	308603.8249
2469	0.1502764023	524530.9495	0.9808534523	308496.5987
2470	0.1502397437	524500.4107	0.9808556817	308462.3078
2471	0.1501990936	524419.621	0.9808615789	308404.782
2472	0.1501320849	524362.6676	0.9808657357	308325.4127
2473	0.1501307093	524327.5977	0.980868295	308304.28
2474	0.1501030913	524270.7519	0.9808724432	308247.5418
2475	0.1500456491	524212.2382	0.9808767126	308184.8246
2476	0.1500385438	524179.7131	0.9808790856	308148.01
2477	0.1500108054	524059.0062	0.9808878908	308073.3335
2478	0.149978273	524035.3064	0.9808896194	308049.147
2479	0.1499089291	523959.1991	0.9808951699	307967.913
2480	0.1498972711	523941.9724	0.9808964261	307958.9065
2481	0.1498497929	523835.2174	0.9809042102	307851.377
2482	0.1498202153	523798.2593	0.9809069046	307803.2326
2483	0.1498151752	523760.3878	0.9809096654	307782.6686
2484	0.1497723222	523675.1323	0.9809158798	307689.0077
2485	0.1497533186	523608.0437	0.9809207693	307631.5162
2486	0.1497372846	523577.9032	0.9809229657	307612.6769
2487	0.1496625743	523528.4609	0.9809265685	307567.4295
2488	0.1496450926	523496.7847	0.9809288765	307543.3627
2489	0.1496401408	523479.2185	0.9809301564	307532.774
2490	0.1495925753	523415.0374	0.9809348322	307477.0059
2491	0.1495208019	523366.7842	0.9809383473	307434.082
2492	0.1494779196	523294.2784	0.9809436284	307346.53
2493	0.1493810083	523237.559	0.9809477592	307251.9103
2494	0.1493345246	523181.7085	0.9809518262	307204.5634
2495	0.1493286064	523156.1458	0.9809536876	307178.9681
2496	0.1492871317	523099.957	0.9809577787	307128.1445
2497	0.1492439396	523005.6925	0.980964641	307046.8674
2498	0.1492443017	522942.9322	0.9809692092	306987.8906
2499	0.149220235	522880.9989	0.9809737166	306912.0573
2500	0.1492097577	522840.79	0.9809766427	306879.7181
2501	0.1491981863	522804.28	0.9809792994	306844.974
2502	0.1491257393	522772.9745	0.9809815773	306794.0401
2503	0.1490834866	522687.0006	0.9809878322	306714.5628
2504	0.1491001305	522643.1506	0.9809910221	306695.2543
2505	0.1490952178	522471.4347	0.9810035109	306609.4082
2506	0.1490770778	522411.2825	0.9810078848	306564.2896
2507	0.14905169	522349.5948	0.9810123698	306496.2057
2508	0.1489895761	522301.0278	0.9810159005	306423.6043
2509	0.1489315493	522213.6127	0.9810222545	306372.3231
2510	0.1489072137	522159.846	0.9810261622	306330.3852
2511	0.1488808365	522068.3534	0.9810328108	306261.908
2512	0.1488044596	522027.2088	0.9810358003	306218.0394
2513	0.1488008828	521973.1402	0.9810397285	306190.3666
2514	0.1487595414	521894.6073	0.9810454334	306096.3359
2515	0.1486764863	521862.1879	0.9810477882	306037.8763
2516	0.1486587224	521811.0514	0.9810515022	305986.8479
2517	0.1486412386	521760.898	0.9810551444	305936.687
2518	0.1485512005	521686.7441	0.981060529	305847.5443
2519	0.1485262568	521620.8151	0.9810653157	305778.1245
2520	0.1485261113	521561.3117	0.9810696354	305720.662
2521	0.148500105	521448.509	0.981077823	305652.9388
2522	0.1484773646	521359.2454	0.9810843008	305590.4604
2523	0.1484224773	521292.1555	0.9810891687	305514.4114
2524	0.1484237657	521243.2209	0.9810927189	305488.3607
2525	0.1484216708	521192.8615	0.9810963722	305457.9428
2526	0.1484176619	521166.6121	0.9810982763	305451.1861
2527	0.1483873005	521129.9556	0.9811009351	305423.0739
2528	0.1483508804	521093.1124	0.9811036073	305377.7086
2529	0.1483235659	520979.306	0.9811118603	305306.5308
2530	0.1482748626	520931.8706	0.9811152997	305249.4311
2531	0.1482427857	520896.2906	0.9811178793	305204.8062
2532	0.1482324376	520808.8073	0.9811242212	305144.0627
2533	0.1481833861	520771.5913	0.9811269187	305115.0043
2534	0.1481594179	520719.939	0.9811306624	305052.4926
2535	0.1481158692	520683.9418	0.9811332711	305007.4195
2536	0.14808736	520666.7732	0.9811345153	305007.9624
2537	0.1480909939	520628.0677	0.9811373201	304974.172
2538	0.1480722312	520588.6383	0.981140177	304926.9411
2539	0.1480574641	520498.6703	0.9811466952	304860.6262
2540	0.1480462825	520386.0542	0.9811548526	304786.9343
2541	0.1480451233	520369.1002	0.9811560805	304777.4024
2542	0.1480308156	520337.1642	0.9811583934	304749.3626
2543	0.1480019675	520257.1404	0.9811641883	304665.8628
2544	0.1479856134	520210.5817	0.9811675595	304626.098
2545	0.1479756215	520126.6179	0.9811736382	304567.281
2546	0.147886008	520054.4668	0.981178861	304479.1195
2547	0.1477978437	519974.6153	0.9811846403	304377.091
2548	0.1477986498	519917.3479	0.9811887845	304321.3174
2549	0.1477577405	519853.558	0.9811934002	304259.6445
2550	0.1477585333	519773.5302	0.9811991901	304194.0868
2551	0.1477063494	519712.2349	0.9812036241	304130.2525
2552	0.1476824784	519687.7212	0.9812053972	304110.8589
2553	0.1476352397	519625.8892	0.9812098693	304058.8496
2554	0.1475946827	519574.6	0.9812135784	304006.6027
2555	0.1475846543	519494.1281	0.9812193973	303951.178
2556	0.1474803626	519453.4673	0.9812223371	303877.6641
2557	0.1474472894	519428.3863	0.9812241503	303852.39
2558	0.1474507604	519372.5454	0.9812281871	303797.2628
2559	0.1474327099	519324.5378	0.9812316572	303748.5094
2560	0.1474060191	519246.6846	0.981237284	303696.0006
2561	0.1473909846	519171.6957	0.981242703	303635.2046
2562	0.1473880229	519161.1011	0.9812434685	303630.2598
2563	0.1473879878	519145.4243	0.9812446013	303614.3874
2564	0.1473399892	519101.231	0.9812477943	303566.7151
2565	0.1472921962	519008.3907	0.9812545013	303467.081
2566	0.14723351	518956.3142	0.9812582629	303394.2891
2567	0.1471711628	518914.9651	0.9812612494	303345.4226
2568	0.1471657537	518781.3946	0.981270895	303264.2038
2569	0.147144102	518655.9029	0.9812799549	303179.4717
2570	0.1470965866	518612.7728	0.9812830682	303132.6246
2571	0.1470830653	518549.5988	0.9812876279	303069.9333
2572	0.1470426315	518515.8796	0.9812900614	303039.3595
2573	0.1470461416	518381.4586	0.9812997609	302969.0019
2574	0.1470494704	518327.0129	0.9813036889	302914.4634
2575	0.1470486522	518293.8559	0.9813060808	302883.256
2576	0.1470132109	518229.8169	0.9813107	302830.7232
2577	0.146973742	518141.9698	0.9813170357	302756.7532
2578	0.1469430988	518107.7646	0.9813195023	302725.0501
2579	0.1469043779	518021.9085	0.9813256929	302652.2684
2580	0.1468302864	517944.1336	0.9813313	302542.3916
2581	0.1468095984	517898.8314	0.9813345656	302493.2747
2582	0.1468132661	517845.6253	0.9813384005	302439.5787
2583	0.1468074814	517812.8262	0.9813407644	302418.3043
2584	0.1467599756	517755.5234	0.981344894	302353.3551
2585	0.1467252593	517685.1311	0.9813499662	302289.1186
2586	0.1466637202	517635.0468	0.9813535747	302235.4748
2587	0.1466461229	517536.9127	0.9813606441	302168.2442
2588	0.1466085811	517502.856	0.9813630971	302141.231
2589	0.1466136299	517482.8698	0.9813645366	302129.5297
2590	0.1466037553	517466.7432	0.9813656981	302114.1693
2591	0.1465448557	517417.7528	0.9813692263	302071.1549
2592	0.1465390127	517401.7736	0.981370377	302055.5885
2593	0.1465061162	517332.8073	0.9813753431	301992.7907
2594	0.1464738543	517308.6069	0.9813770855	301964.5889
2595	0.1464519009	517252.6126	0.9813811169	301913.0034
2596	0.1464495883	517236.9975	0.981382241	301898.2862
2597	0.1463889489	517188.3964	0.9813857396	301845.9759
2598	0.1463692863	517162.3915	0.9813876114	301827.8841
2599	0.1463537687	517096.8302	0.9813923302	301773.5534
2600	0.1462785296	517030.9457	0.9813970716	301673.0856
2601	0.1462368532	516955.7631	0.9814024813	301601.949
2602	0.14623494	516924.3605	0.9814047407	301581.3015
2603	0.1462385655	516917.7676	0.981405215	301580.1268
2604	0.1461685029	516846.8767	0.9814103149	301505.3306
2605	0.1461015021	516805.0269	0.9814133253	301465.8939
2606	0.1460853948	516709.3628	0.9814202057	301400.7309
2607	0.1460112682	516647.7926	0.9814246333	301353.9575
2608	0.1459001896	516558.4099	0.98143106	301223.9867
2609	0.1458630801	516518.546	0.9814339259	301182.937
2610	0.1458228992	516445.4631	0.9814391794	301114.0892
2611	0.1457879087	516363.2777	0.9814450863	301045.2462
2612	0.1457857908	516333.4606	0.9814472291	301021.5924
2613	0.145777639	516312.5545	0.9814487315	301009.9181
2614	0.1457293027	516242.9491	0.9814537331	300918.5442
2615	0.1456433574	516201.5839	0.9814567051	300862.4578
2616	0.1456082823	516164.9146	0.9814593395	300800.006
2617	0.1455748108	516113.6264	0.9814630238	300751.8281
2618	0.1455622619	516085.1255	0.9814650711	300732.9407
2619	0.1455391293	516050.0855	0.9814675879	300700.7117
2620	0.1455044443	516008.1771	0.9814705978	300654.8741
2621	0.1454996295	515962.9444	0.9814738462	300625.9644
2622	0.1454973198	515947.7248	0.9814749391	300611.1127
2623	0.1454791187	515875.6589	0.9814801138	300568.7339
2624	0.1454664011	515810.3622	0.9814848018	300514.4043
2625	0.1454117982	515748.6878	0.9814892292	300441.2168
2626	0.1453907167	515729.1869	0.981490629	300412.1906
2627	0.1453728197	515682.1038	0.9814940084	300383.9975
2628	0.1453172897	515635.3748	0.9814973621	300346.6289
2629	0.145278483	515597.9381	0.9815000487	300315.4629
2630	0.1452743165	515581.7638	0.9815012094	300309.4376
2631	0.1452660135	515515.1096	0.9815059921	300273.442
2632	0.1452567365	515472.996	0.9815090136	300246.1655
2633	0.1452723099	515462.6388	0.9815097567	300233.4145
2634	0.1452675241	515431.5957	0.9815119837	300212.6914
2635	0.1452705777	515392.7526	0.9815147702	300178.6276
2636	0.1452466339	515283.0401	0.9815226393	300111.0952
2637	0.1452301032	515272.0369	0.9815234284	300088.8452
2638	0.1452061209	515219.434	0.9815272007	300032.2437
2639	0.1451836162	515176.0755	0.9815303097	299983.691
2640	0.1451616778	515108.6806	0.9815351418	299926.8018
2641	0.145143775	515058.2714	0.9815387556	299867.515
2642	0.1451086148	515009.7238	0.9815422356	299823.0374
2643	0.1450813827	514954.0707	0.9815462246	299783.0535
2644	0.1450626652	514936.3687	0.9815474933	299767.2615
2645	0.145048555	514862.4438	0.981552791	299724.5041
2646	0.145016616	514822.7355	0.9815556363	299681.9679
2647	0.1449529056	514789.054	0.9815580497	299642.322
2648	0.1449481487	514760.486	0.9815600965	299618.9687
2649	0.1449081529	514703.588	0.9815641727	299559.9141
2650	0.1449003856	514688.9885	0.9815652185	299552.0303
2651	0.1448739072	514650.8344	0.9815679516	299509.3702
2652	0.1448486834	514585.2775	0.9815726471	299455.1982
2653	0.1448150376	514506.1141	0.9815783163	299388.4851
2654	0.1447918179	514475.9849	0.9815804738	299352.822
2655	0.1447790802	514399.9233	0.9815859198	299288.2889
2656	0.1447414139	514362.3497	0.9815886097	299249.1704
2657	0.1447276251	514280.7409	0.9815944516	299188.1271
2658	0.1446867222	514241.3096	0.9815972739	299121.0227
2659	0.1446676022	514161.8774	0.9816029586	299065.478
2660	0.1446332572	514139.6999	0.9816045456	299036.3701
2661	0.1445678046	514106.83	0.9816068976	298985.2018
2662	0.1445732966	514082.8578	0.9816086129	298973.0054
2663	0.1445368813	514052.4132	0.9816107912	298946.5847
2664	0.1445104429	514000.143	0.9816145307	298892.3403
2665	0.1444957711	513912.1693	0.9816208237	298815.1078
2666	0.1444335079	513871.1948	0.9816237543	298780.4033
2667	0.1443709	513839.1225	0.9816260481	298731.647
2668	0.1443483126	513776.4298	0.9816305314	298682.3146
2669	0.1443193842	513711.7709	0.9816351547	298623.6611
2670	0.1443129899	513548.1432	0.981646852	298540.3013
2671	0.144265194	513497.8622	0.9816504457	298471.0217
2672	0.1441841359	513459.9752	0.9816531533	298423.4733
2673	0.1441809935	513449.0774	0.9816539321	298420.4895
2674	0.1441733818	513356.1491	0.9816605724	298352.9987
2675	0.1441139641	513326.4976	0.9816626909	298303.7552
2676	0.1441056015	513284.7528	0.9816656732	298281.0091
2677	0.144032007	513219.5387	0.9816703318	298177.319
2678	0.1440100208	513133.3051	0.9816764909	298089.0958
2679	0.1439796959	513057.0858	0.981681934	298025.7563
2680	0.143966655	512996.3003	0.9816862742	297975.3319
2681	0.1439665516	512948.018	0.9816897214	297924.1122
2682	0.1439377186	512909.8537	0.9816924459	297888.2288
2683	0.1438978707	512839.6298	0.9816974587	297818.1342
2684	0.1438845727	512827.7346	0.9816983077	297802.8303
2685	0.1438853428	512722.8123	0.9817057958	297740.9324
2686	0.1438424511	512687.1273	0.9817083423	297701.9078
2687	0.1438490304	512635.1708	0.9817120495	297637.0608
2688	0.1438486735	512452.6277	0.9817250714	297527.0727
2689	0.1438223954	512417.9064	0.9817275477	297491.2147
2690	0.1437991333	512384.9453	0.9817298984	297466.4852
2691	0.1438075728	512334.2361	0.9817335145	297403.4372
2692	0.1437451411	512296.7931	0.9817361843	297370.3318
2693	0.1437348508	512252.9389	0.9817393111	297337.0885
2694	0.143692943	512217.9713	0.981741804	297298.8772
2695	0.1436514075	512173.6911	0.9817449607	297240.057
2696	0.1436114816	512132.9266	0.9817478664	297194.906
2697	0.1435864662	512056.2713	0.9817533299	297109.7273
2698	0.1435539181	511987.3808	0.9817582393	297025.4266
2699	0.143549672	511976.2754	0.9817590307	297020.2213
2700	0.1435291036	511919.0193	0.9817631103	296974.6268
2701	0.1434943805	511887.029	0.9817653895	296924.0862
2702	0.1434767179	511818.3451	0.9817702826	296866.8798
2703	0.1434619592	511775.3157	0.9817733476	296824.296
2704	0.1434039528	511742.2555	0.9817757024	296795.461
2705	0.1433919472	511716.131	0.9817775631	296777.9956
2706	0.1433470816	511668.3896	0.9817809631	296712.2656
2707	0.1433432324	511657.5434	0.9817817355	296708.7254
2708	0.1433456726	511643.2864	0.9817827508	296701.5125
2709	0.1433386686	511483.7435	0.9817941102	296619.0054
2710	0.1433354711	511445.5049	0.9817968322	296596.344
2711	0.1433048298	511396.4823	0.9818003216	296529.3843
2712	0.1433076396	511364.1082	0.9818026258	296497.9364
2713	0.1433092477	511342.2352	0.9818041825	296487.6132
2714	0.1432615948	511298.1731	0.9818073183	296441.8334
2715	0.1432499298	511146.8854	0.9818180827	296350.3785
2716	0.1432509667	511132.53	0.981819104	296342.7951
2717	0.1432288109	511035.6376	0.9818259962	296231.2969
2718	0.143218022	510961.5332	0.9818312666	296188.9457
2719	0.1432061571	510823.1308	0.9818411078	296096.2783
2720	0.1431666714	510806.6878	0.9818422769	296081.0182
2721	0.1431271706	510767.2114	0.9818450833	296036.2922
2722	0.14307881	510733.7306	0.9818474633	296002.0196
2723	0.1430375296	510642.3431	0.981853959	295913.0678
2724	0.1429796698	510600.1001	0.9818569611	295857.4282
2725	0.1429691502	510590.3792	0.9818576519	295845.9664
2726	0.1429214582	510547.2327	0.981860718	295794.4863
2727	0.1429214122	510530.8186	0.9818618843	295781.1018
2728	0.1428586115	510495.6523	0.981864383	295741.1538
2729	0.1428223156	510453.5446	0.9818673747	295689.2056
2730	0.1427994209	510417.0516	0.9818699672	295652.0116
2731	0.1427833838	510395.9516	0.9818714661	295628.2924
2732	0.142774271	510347.4169	0.9818749137	295596.7845
2733	0.1427389109	510299.5058	0.9818783167	295536.9301
2734	0.1427196103	510224.3131	0.9818836568	295482.2814
2735	0.1427039169	510186.1587	0.9818863662	295439.3233
2736	0.1426216272	510106.3747	0.981892031	295325.581
2737	0.1425773462	510030.6922	0.9818974038	295251.208
2738	0.1425764154	509985.3564	0.9819006219	295203.2367
2739	0.1425621525	509934.8328	0.9819042079	295163.674
2740	0.1425603387	509897.7038	0.9819068429	295143.1281
2741	0.1425562987	509887.2893	0.981907582	295140.2747
2742	0.1425355835	509864.5243	0.9819091975	295112.0605
2743	0.1425248742	509853.4988	0.9819099799	295099.8955
2744	0.142472551	509812.3025	0.9819129032	295065.4279
2745	0.1424750645	509791.0102	0.981914414	295055.9749
