,car_url,bodyType,brand,color,complectation_dict,description,engineDisplacement,enginePower,equipment_dict,fuelType,image,mileage,modelDate,model_name,name,numberOfDoors,parsing_unixtime,price,priceCurrency,productionDate,sell_id,views,date_added,super_gen,vehicleConfiguration,vehicleTransmission,Владельцы,Владение,ПТС,Привод,Руль,Состояние,Таможня,region
https://auto.ru/cars/used/sale/porsche/macan/1104751561-0876ec79/,https://auto.ru/cars/used/sale/porsche/macan/1104751561-0876ec79/,внедорожник 5 дв.,PORSCHE,серый,[], дизельный V образный 6 цилиндровый двигатель с турбиной 3 0 CDUD 7 ст роботизированная коробка передач PDK A5B00 полныи привод 245 л с 580 Н м 6 4 сек до 100 км ч выпуск сентябрь 2016 год пробег 70 060 км 2 владельца ПТС оригинал Цвет серый металлик Volcano Grey Салон серого цвета Agate Grey Комплектация биксеноновые фары включая систему динамического освещения Porsche PDLS 3 х зонныи климат контроль сидения с 14 позиционнои регулировкои рамки боковых стекол с отделкой черным цветом глянец пакет памяти для передних сидений круиз контроль подогрев передних подогрев руля функция Bluetooth зеркала заднего вида снаружи и в салоне с функциеи автоматического затемнения камера заднего вида включая датчики системы помощи при парковке спереди и сзади 20 диски RS Spyder Design пневматическая подвеска включая PASM электропривод крышки багажника накладки на пороги из алюминия с логотипом модели топливный бак объемом 75 л система слежения за разметкой PCM 4 0 электро складывание зеркал и многое другое Обслуживание у Официального дилера Porsche и в профильном сервисе Прои дена диагностика ,2.0 LTR,252 N12,"{'cruise-control': True, 'esp': True, 'adaptive-light': True, 'sport-seats': True, 'usb': True, 'multi-wheel': True, 'xenon': True, 'heated-wash-system': True, 'airbag-passenger': True, 'front-centre-armrest': True, '20-inch-wheels': True, 'rear-camera': True, 'air-suspension': True, 'lock': True, 'door-sill-panel': True, 'servo': True, 'steering-wheel-gear-shift-paddles': True, 'electro-mirrors': True, 'electro-window-back': True, '18-inch-wheels': True, 'mirrors-heat': True, 'park-assist-f': True, 'body-mouldings': True, 'combo-interior': True, 'wheel-heat': True, 'start-stop-function': True, 'airbag-driver': True, 'isofix': True, 'electro-window-front': True, 'light-sensor': True, 'hcc': True, 'automatic-lighting-control': True, 'airbag-curtain': True, 'computer': True, 'seat-transformation': True, 'passenger-seat-electric': True, 'alarm': True, 'light-cleaner': True, 'leather-gear-stick': True, 'ptf': True, 'rain-sensor': True, 'airbag-side': True, 'tyre-pressure': True, 'audiosystem-cd': True, 'electro-trunk': True, 'abs': True, 'front-seats-heat': True, 'bluetooth': True, 'wheel-configuration2': True, 'wheel-leather': True, 'wheel-configuration1': True, 'immo': True, 'climate-control-1': True, 'auto-mirrors': True, '12v-socket': True}",бензин,https://avatars.mds.yandex.net/get-autoru-vos/5177156/8fd7b0d26c238b89844c61bd928a79e4/320x240,65 000 км,2014,Macan,Porsche Macan I,5,1633108050,3850000.0,RUB,2016,1104751561,517,30 сентября,"{'sale-data-attributes': {'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/5177156/8fd7b0d26c238b89844c61bd928a79e4/1200x900', 'km-age': 65000, 'mark': 'PORSCHE', 'markName': 'Porsche', 'model': 'MACAN', 'modelName': 'Macan', 'power': 252, 'price': 3850000, 'puid2': '3180', 'puid10': '1', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'ROBOT', 'type': 'suv', 'year': 2016}}",ALLROAD_5_DOORS ROBOT 2.0,роботизированная,2 владельца,3 года и 3 месяца,Оригинал,полный,Левый,Не требует ремонта,Растаможен, в Москве
https://auto.ru/cars/used/sale/mercedes/cla_klasse_amg/1104839729-0152d598/,https://auto.ru/cars/used/sale/mercedes/cla_klasse_amg/1104839729-0152d598/,седан,MERCEDES,серый,[], ЕСЛИ ВЫ ВИДИТЕ ЭТО ОБЪЯВЛЕНИЕ ЗНАЧИТ ДАННЫЙ АВТО В НАЛИЧИИ W1K1183541N162258 ОРИГИНАЛ ПТС ОДИН ВЛАДЕЛЕЦ АВТОМОБИЛЬ КУПЛЕН В ЯНВАРЕ 2021 ГОДА АВТОМОБИЛЬ НА ГАРАНТИИ ДО ЯНВАРЯ 2023 ГОДА КУЗОВ АВТОМОБИЛЯ БЕЗ ОКРАСОВ КУЗОВ АВТОМОБИЛЯ ПОЛНОСТЬЮ В ПОЛИУРЕТАНОВОЙ ПЛЕНКЕ БЕЗ НАРЕКАНИЙ ПО ДИАГНОСТИКЕ БЕЗ ДЕФЕКТОВ ПО КУЗОВУ ПОЛНЫЙ КОМПЛЕКТ КЛЮЧЕЙ КОМБИНИРОВАННЫЙ САЛОН ПОДОГРЕВ РУЛЯ БЕСКЛЮЧЕВОЙ ДОСТУП КНОПКА ЗАПУСКА АВТОМОБИЛЯ ЧЕРНЫЙ ПОТОЛОК КАМЕРА ЗАДНЕГО ВИДА ПАНОРАМНАЯ КРЫША С ЭЛЕКТРОПРИВОДОМ СКЛАДЫВАНИЯ ПОДОГРЕВ СИДЕНИЙ ПЕРЕДНИЕ И ЗАДНИЕ ДАТЧИКИ ПАРКОВКИ 2 Х ЗОННЫЙ КЛИМАТ КОНТРОЛЬ СВЕТОДИОДНЫЕ ФАРЫ COMAND AMG ОБВЕС Дилерские центры АВТОDOM Алтуфьево Ауди Центр Алтуфьево VOLVO CAR АЛТУФЬЕВО и Jaguar Land Rover АВТОДОМ удобно расположены на Севере Москвы на 85 км МКАД Группа Компаний AВTODOM автомобильный холдинг специализирующийся на продажах и техническом обслуживании автомобилей премиум сегмента с 1992 года Мы одна из первых в России компаний которая предложила клиентам услуги по выкупу автомобиля и принятия автомобиля в зачет стоимости нового Профильные автомобили с пробегом в наших центрах продаются по программе сертифицированных автомобилей таких как Audi с пробегом plus Volvo Select и Jaguar Land Rover Approved На каждый сертифицированный по программе производителя автомобиль с пробегом предоставляется гарантия изготовителя или пост гарантийная поддержка минимум на 12 месяцев Нам важно чтобы при покупке автомобиля Вы чувствовали себя максимально защищенными Продайте или обменяйте свой автомобиль на новый Audi Volvo Jaguar или Land Rover с доплатой на персональных условиях Мы обеспечиваем высокое качество обслуживания клиентов и делаем Вашу жизнь удобнее позитивнее и ярче Наши двери ежедневно открыты для Вас с 9 00 до 21 00 без перерыва и выходных Гарантия производителя на данный автомобиль действует по январь 2023 года Комплектация AMG CLA 45 S 4MATIC Особая Серия Антиблокировочная система Система курсовой устойчивости Система предотвращения столкновения Датчик усталости водителя Датчик давления в шинах Подушки безопасности водителя с защитой коленей Подушки безопасности пассажира Боковые передние подушки безопасности Оконные шторки безопасности Блокировка замков задних дверей Система крепления детских автокресел Датчик проникновения в салон датчик объема Иммобилайзер Центральный замок Бортовой компьютер Круиз контроль Парктроник передний и задний Камера заднего вида Система автоматической парковки Система помощи при старте в гору Система управления дальним светом Датчик света Датчик дождя Активный усилитель руля Электрорегулировка руля Электрорегулировка сиденья водителя с памятью положения Электрорегулировка сиденья пассажира Электростеклоподъемники передние и задние Электропривод зеркал Электропривод крышки багажника Климат контроль 2 зонный Подогрев сидений водителя и пассажира Обогрев зеркал Обогрев заднего стекла Навигационная система CD USB Радио AUX 8 колонок Мультифункциональное рулевое колесо Розетка 12V Комбинированная обивка салона Темный салон Отделка потолка черной тканью Кожаный руль Электрический люк Панорамная крыша Спортивные передние сидения Складывающееся заднее сидение Передний центральный подлокотник Металлические накладки на педали Накладки на пороги Литые легкосплавные диски Размер дисков 19 Задние тонированные стекла Светодиодные фары Огни дневного хода Автоматический корректор фар Омыватель фар Сервисная книжка Отметки ТО Все ПТС Свидетельство о регистрации Руководство Балонный ключ Домкрат Компрессор 2 комплекта ключей Комплект резиновых ковриков,2.0 LTR,387 N12,"{'cruise-control': True, 'tinted-glass': True, 'esp': True, 'eco-leather': True, 'sport-seats': True, 'usb': True, 'e-adjustment-wheel': True, 'multi-wheel': True, 'auto-park': True, 'airbag-passenger': True, 'front-centre-armrest': True, 'navigation': True, 'apple-carplay': True, 'decorative-interior-lighting': True, 'bas': True, 'lock': True, 'door-sill-panel': True, 'servo': True, 'electro-mirrors': True, 'electro-window-back': True, 'easy-trunk-opening': True, 'mirrors-heat': True, 'volume-sensor': True, 'hatch': True, 'dark-interior': True, 'sport-suspension': True, 'combo-interior': True, '19-inch-wheels': True, 'wheel-heat': True, 'led-lights': True, 'driver-seat-memory': True, 'sport-pedals': True, 'music-super': True, 'knee-airbag': True, 'body-kit': True, 'glonass': True, 'airbag-driver': True, 'isofix': True, 'aux': True, 'drive-mode-sys': True, 'electro-window-front': True, 'light-sensor': True, 'hcc': True, 'drowsy-driver-alert-system': True, 'automatic-lighting-control': True, 'airbag-curtain': True, 'passenger-seat-updown': True, 'collision-prevention-assist': True, 'computer': True, 'high-beam-assist': True, 'keyless-entry': True, 'seat-transformation': True, 'android-auto': True, 'passenger-seat-electric': True, 'alarm': True, 'light-cleaner': True, 'alloy-wheel-disks': True, 'paint-metallic': True, 'start-button': True, 'rain-sensor': True, 'airbag-side': True, 'tyre-pressure': True, 'remote-engine-start': True, 'panorama-roof': True, 'electro-trunk': True, 'abs': True, 'front-seats-heat': True, 'power-child-locks-rear-doors': True, 'wheel-leather': True, 'immo': True, 'climate-control-2': True, 'auto-mirrors': True, '12v-socket': True, '360-camera': True, 'black-roof': True}",бензин,https://avatars.mds.yandex.net/get-autoru-vos/5231860/b6c5620d7187aeb880aabd9acaac7106/320x240,17 000 км,2019,CLA AMG,"Mercedes-Benz CLA AMG 45 AMG II (C118, X118)",4,1633152012,5290000.0,RUB,2020,1104839729,1241,29 сентября,"{'sale-data-attributes': {'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://autoru.naydex.net/1jIaH4303/6df40eS1pm_8/Yp5N_ecpayQXyQ2v2yuOrRKklgxsu_2uU7yKuCKoTtUTUzrtiMRaeRNkHbYslQHzCVizpJ2bxF09kxXBsZc-rXK_PA3mWVohlvgJXxtfz1mH0INZGDocy5f9eTuB_oznsODpXq6H2pl20bxyONN3Yg26BEQKTGH5vLcSBteFPe0n2jnsdspY9RSISV3ZuBpcMvXUXLxMngxgeliqAGy9piJy2G1fJeiaxBIZs7vxlQYvKxaXynzDSGxXMYQVZ_3sE', 'km-age': 17000, 'mark': 'MERCEDES', 'markName': 'Mercedes-Benz', 'model': 'CLA_KLASSE_AMG', 'modelName': 'CLA AMG', 'power': 387, 'price': 5290000, 'puid2': '3172', 'puid10': '1', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'ROBOT', 'type': '', 'year': 2020}}",SEDAN ROBOT 2.0,роботизированная,1 владелец,,Оригинал,полный,Левый,Не требует ремонта,Растаможен, в Москве
https://auto.ru/cars/used/sale/land_rover/range_rover/1104891538-3d8a075b/,https://auto.ru/cars/used/sale/land_rover/range_rover/1104891538-3d8a075b/,внедорожник 5 дв.,LAND_ROVER,синий,[],Цвет Autobiography Blue cиний металлик Салон сиденья Ebony с салоном Ebony Ebony потолок Ebony Обивка потолка Morzine Ebony Комплектация пиксельные светодиодные фары аудиосистема Meridian 825 Вт электрорегулировка передних сидений по 18 направлениям функция памяти передних сидений с массажем регулировка поясничного подпора в 4 направлениях подогрев передних и задних сидений вентиляция передних сидений задние сиденья Executive Class с функцией памяти с выдвижной центральной консолью с электроприводом сдвижная панорамная крыша включая шторку с электроприводом адаптивный круиз контроль с помощником рулевого управления система камер кругового обзора 360 4 х зонный климат контроль пневмоподвеска подогрев лобового стекла электропривод регулировок рулевого колеса активный самоблокирующийся задний дифференциал навигационная система Pro доводчики предупреждение о выезде за пределы полосы движения обратное движение руля функция контроля слепых зон система помощи при трогании на подъеме функция помощи при трогании с места на скользкой поверхности Low Traction Launch Два 10 сенсорных дисплея 22 дюймовые легкосплавные колеса с 11 раздельными спицами Style 1046 и многое другое Автомобиль весь в прозрачнои защитнои пленке сервисный пакет ТО 3 года Кузов в роднои краске Автомобиль на гарантии до сентября 2023 года ,3.0 LTR,350 N12,"{'cruise-control': True, 'tinted-glass': True, 'esp': True, 'adaptive-light': True, 'usb': True, 'e-adjustment-wheel': True, 'multi-wheel': True, 'ashtray-and-cigarette-lighter': True, 'lane-keeping-assist': True, 'airbag-passenger': True, 'front-centre-armrest': True, 'navigation': True, 'lock': True, 'air-suspension': True, 'rear-camera': True, 'door-sill-panel': True, 'servo': True, 'steering-wheel-gear-shift-paddles': True, 'electro-mirrors': True, 'electro-window-back': True, 'mirrors-heat': True, 'volume-sensor': True, 'park-assist-f': True, 'rear-seats-heat': True, 'cooling-box': True, 'leather': True, 'seat-memory': True, '22-inch-wheels': True, 'wheel-heat': True, 'led-lights': True, 'laminated-safety-glass': True, 'music-super': True, 'park-assist-r': True, 'front-seats-heat-vent': True, 'start-stop-function': True, 'airbag-driver': True, 'isofix': True, 'aux': True, 'electro-window-front': True, 'light-sensor': True, 'hcc': True, 'automatic-lighting-control': True, 'airbag-curtain': True, 'collision-prevention-assist': True, 'computer': True, 'high-beam-assist': True, 'keyless-entry': True, 'seat-transformation': True, 'programmed-block-heater': True, 'alarm': True, 'passenger-seat-electric': True, 'light-cleaner': True, 'alloy-wheel-disks': True, 'paint-metallic': True, 'blind-spot': True, 'start-button': True, 'ptf': True, 'rain-sensor': True, 'airbag-side': True, 'tyre-pressure': True, 'panorama-roof': True, 'electro-trunk': True, 'rear-seat-heat-vent': True, 'abs': True, 'bluetooth': True, 'front-seats-heat': True, 'wheel-leather': True, 'immo': True, 'windscreen-heat': True, 'climate-control-1': True, 'auto-mirrors': True, '12v-socket': True, 'third-rear-headrest': True}",дизель,https://autoru.naydex.net/1Rt76ro73/e4493cy9x0F/oSxF_Zt4xuwng6uvf-gjgzpkxhuZGas_dnI4xDs29Zl7hOfS4qeo93SR2WYT5nH_56e2EU3wgIjehR2UJXLMl7GuwrgNfdDosxO7_Hx9pwSpctZOTMu-qGIjJMoyO65W9Q1uX62_bTH1Qd-2Qr3rurFw5oiV_dLWz1BCH_NxA#DSD,10 000 км,2017,Range Rover,Land Rover Range Rover IV Рестайлинг,5,1633106628,12430000.0,RUB,2020,1104891538,307,30 сентября,"{'sale-data-attributes': {'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'DIESEL', 'image': 'https://autoru.naydex.net/2Rt66ro62/e4493cy9x0F/oSxF_Zt4xuwng6uvf-gjgzpkxhuZGas_dnI4xDs29Zl7hOfS4qeo93SR2WYT5nH_56e2EU3wgIjehR2UJXLMl7GuwrgNfdDosxO7_Hx9pwSpctZOzMusuuFjPwo1u66RsQoonC4-pvT1Bw_hQ3drpWK3pwEV_ZoYAJQJ3_pxmwLnN9sgU_aOZytGL7mxI-EWtK5EXlYS8DR2M-OGMXenGfxHZxtjcOw6-QgMc8Vx4Gh5vunEV3rdmo-RTV4-eFUAoM', 'km-age': 10000, 'mark': 'LAND_ROVER', 'markName': 'Land Rover', 'model': 'RANGE_ROVER', 'modelName': 'Range Rover', 'power': 350, 'price': 12430000, 'puid2': '3165', 'puid10': '1', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': 'suv', 'year': 2020}}",ALLROAD_5_DOORS AUTOMATIC 3.0,автоматическая,1 владелец,1 год,Оригинал,полный,Левый,Не требует ремонта,Растаможен, в Москве
https://auto.ru/cars/used/sale/bmw/5er/1104997256-91246771/,https://auto.ru/cars/used/sale/bmw/5er/1104997256-91246771/,седан,BMW,чёрный,[],Автомобиль только пригнан из Германии немецкая сборка чистая немка 2017 год выпуск 2 ключа полный привод родная краска проверено прибором полностью растаможена глонасс сбктс ептс получены утильсбор оплачен Вы станете первым владельцем в РФ Оформление без проблем в мрэо достойное европейское состояние полностью обслужена вложений не требует убедительная просьба салонам не беспокоить Европейская комплектация полный м пакет m sport спорт салон м руль м накладки м суппорта чёрный потолок диски Individual R20 runflat с хорошей разноширокой летней резиной shadow line чёрная на чёрном фары led adaptive большой сенсорный монитор EVO дистроник в бампере активный круиз контроль редкая функция ставились только для Европейского рынка мертвые зоны в зеркалах перестроение по полосам и держание в полосе редкая функция ставилась для Европейского рынка подогрев сидений 2 х зонный климат контроль парктроники перед и зад с выводом на дисплей беспроводная зарядка aux Bluetooth и т д VIN не найден так как машина не стояла на учете в РФ и не имеет истории в России Возможен обмен на более дешевый автомобиль возможна продажа в кредит ,2.0 LTR,252 N12,{},бензин,https://autoru.naydex.net/1Rt76ro73/e4493cy9x0F/oSxF_Zt4xuwng6uvf-gjgzpkxhuZGas_dnI4xDs29Zl7hOfS4qeo93SR2ScT5nH_5KeikM8nA4oKh1zU5eaNwKRuwC9bfBL8MxMuaXwpc4a8ctZOTMu-qGIjJMoyO65W9Q1uX62_bTH1Qd-2Qr3rurFw5oiV_dLWz1BCH_NxA#DSD,94 000 км,2017,5 серии,BMW 5 серии 530i xDrive VII (G30/G31),4,1633107508,3380000.0,RUB,2017,1104997256,1916,24 сентября,"{'sale-data-attributes': {'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'GASOLINE', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/4701658/d39858c91f427df08dae1430d6ba38a9/1200x900', 'km-age': 94000, 'mark': 'BMW', 'markName': 'BMW', 'model': '5ER', 'modelName': '5 серии', 'power': 252, 'price': 3380000, 'puid2': '3141', 'puid10': '1', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'used', 'transmission': 'AUTOMATIC', 'type': '', 'year': 2017}}",SEDAN AUTOMATIC 2.0,автоматическая,1 владелец,3 месяца,Оригинал,полный,Левый,Не требует ремонта,Растаможен, в Санкт-Петербурге
https://auto.ru/cars/used/sale/land_rover/defender/1103212370-e1f61664/,https://auto.ru/cars/used/sale/land_rover/defender/1103212370-e1f61664/,пикап двойная кабина,LAND_ROVER,чёрный,[],Машина подготовлена под бездорожье ТР 2,2.5 LTR,113 N12,{},дизель,https://autoru.naydex.net/1Rt76ro73/e4493cy9x0F/oSxF_Zt4xuwng6uvf-gjgzpkxhuZGas_dnI4xDs29Zl7hOfS4qeo93SR2KaSJnJ-Zqej0A8nAslekd0DJbKNFGS7Qy9NKNMpp0fvqem9s0XosdZOTMu-qGIjJMoyO65W9Q1uX62_bTH1Qd-2Qr3rurFw5oiV_dLWz1BCH_NxA#DSD,116 000 км,1983,Defender,Land Rover Defender 130 I,4,1633109977,1040000.0,RUB,1996,1103212370,314,26 сентября,"{'sale-data-attributes': {'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'DIESEL', 'image': 'https://avatars.mds.yandex.net/get-autoru-vos/2171830/a098053c695b47ef4d866bbcc4420525/1200x900', 'km-age': 116000, 'mark': 'LAND_ROVER', 'markName': 'Land Rover', 'model': 'DEFENDER', 'modelName': 'Defender', 'power': 113, 'price': 1040000, 'puid2': '3165', 'puid10': '1', 'routeCategory': 'cars', 'segment': 'MEDIUM', 'state': 'used', 'transmission': 'MECHANICAL', 'type': '', 'year': 1996}}",PICKUP_TWO MECHANICAL 2.5,механическая,3 или более,4 года и 6 месяцев,Оригинал,полный,Левый,Не требует ремонта,Растаможен, в Геленджике
https://auto.ru/cars/new/group/bmw/x5/22876160/21519497/1105355951-a7845768/,https://auto.ru/cars/new/group/bmw/x5/22876160/21519497/1105355951-a7845768/,внедорожник 5 дв.,BMW,чёрный,[],УСПЕЙТЕ ДО ПОВЫШЕНИЯ ЦЕН ПОКА ДРУГИЕ ДИКТУЮТ УСЛОВИЯ У НАС ВЫ ВСЕ РЕШАЕТЕ САМИ Официальный дилер BMW к Вашим услугам Быстро набирающий рост дилерский центр РОЛЬФ Премиум Химки работает каждый день чтобы удовлетворить все потребности поклонников мира BMW BMW РОЛЬФ ПРЕМИУМ ХИМКИ это дилерский центр нового поколения всегда честный диалог и прозрачные условия при выборе или обслуживании автомобиля открытость и небезразличие каждого сотрудника к Вашим запросам возможность общения с первым лицом дилерского центра Идеология работы нашей команды люди доверяют людям Звоните С радостью ответим на все Ваши вопросы Комплектация xDrive30d Business Plus Предложение обновлено 01 октября 2021г в 17 ч 18 мин Автоматическая коробка передач Steptronic Сервотроник Ассистент парковки Динамический круиз контроль Индикатор давления в шинах Крепления ISOFIX для детских сидений на крайних местах заднего ряда сидений Складывающиеся зеркала заднего вида с электроприводом неослепляющее с водительской стороны Светодиодные противотуманные фары Светодиодные фары Система динамического контроля курсовой устойчивости DSC включая ABS DTC CBC DBC просушку готовность и компенсацию снижения эффективности тормозов систему помощи при трогании Фронтальные и боковые подушки безопасности водителя и переднего пассажира надувные шторки безопасности для первого и второго ряда сидений 19andquot легкосплавные диски V spoke 734 Безопасные шины Runflat Декоративные планки Алюминий Mesheffect темные Кожа Vernasca с перфорацией особого дизайна Кожа Vernasca Автоматический климат контроль 2 5 зоны Пакет обогрева передние сиденья передние подлокотники рулевое колесо Пакет комфортного освещения Спортивное кожаное рулевое колесо Спортивные сиденья для водителя и переднего пассажира Электрорегулировка передних сидений с функцией andquot Памятьandquot для сиденья водителя BMW Live Cockpit Professional 12 3andquot BMW Teleservices Аудиосистема Hi Fi c 12 динамиками Пакет Connected Professional Сервисы BMW ConnectedDrive Система громкой связи Hands free Bluetooth с разъемом USB Система управления жестами BMW Функция интеллектуального экстренного вызова Автоматический привод крышки багажника Автономная система отопления без пульта дистанционного управления Двухсекционная дверь багажного отсека Интерактивный ключ BMW display key Комфортный доступ Система Travel and Comfort Система складывающихся задних сидений 40 20 40 BMW Repair Inclusive Инструкция на русском языке Оборудование для стран с холодным климатом Русский язык BMW Service Inclusive 4 80 Знак аварийной остановки Арктический Серый с бриллиантовым эффектом Белоснежный Белый Минерал Манхэттен металлик Серый Софисто с бриллиантовым эффектом Синий Фитоник Черный Сапфир Кожа Vernasca с перфорацией особого дизайна Коньяк Черный Кожа Vernasca с перфорацией особого дизайна Кофе Черный Кожа Vernasca с перфорацией особого дизайна Слоновая Кость Черный Кожа Vernasca с перфорацией особого дизайна Черный Черный Без обозначения модели Направляющие для багажника на крыше из сатинированного алюминия,3.0 LTR,286 N12,"{'cruise-control': True, 'asr': True, 'esp': True, 'usb': True, 'sport-seats': True, 'multi-wheel': True, 'auto-park': True, 'ashtray-and-cigarette-lighter': True, 'airbag-passenger': True, 'front-centre-armrest': True, 'navigation': True, 'apple-carplay': True, 'decorative-interior-lighting': True, 'roof-rails': True, 'bas': True, 'lock': True, 'rear-camera': True, 'door-sill-panel': True, 'servo': True, 'drl': True, 'electro-mirrors': True, 'electro-window-back': True, 'easy-trunk-opening': True, 'multizone-climate-control': True, 'mirrors-heat': True, 'leather': True, '19-inch-wheels': True, 'wheel-heat': True, 'led-lights': True, 'driver-seat-memory': True, 'music-super': True, 'glonass': True, 'airbag-driver': True, 'isofix': True, 'aux': True, 'electro-window-front': True, 'light-sensor': True, 'hcc': True, 'airbag-curtain': True, 'passenger-seat-updown': True, 'computer': True, 'keyless-entry': True, 'seat-transformation': True, 'passenger-seat-electric': True, 'alloy-wheel-disks': True, 'paint-metallic': True, 'ptf': True, 'leather-gear-stick': True, 'start-button': True, 'rain-sensor': True, 'airbag-side': True, 'tyre-pressure': True, 'electronic-gage-panel': True, 'electro-trunk': True, 'abs': True, 'bluetooth': True, 'power-child-locks-rear-doors': True, 'front-seats-heat': True, 'wheel-configuration2': True, 'wheel-leather': True, 'wheel-configuration1': True, 'immo': True, 'auto-mirrors': True, '12v-socket': True, 'third-rear-headrest': True}",дизель,https://autoru.naydex.net/1Rt76ro73/e4493cy9x0F/oSxF_Zt4xuwng6uvf-gjgzpkxhuZGas_dnI4xDs29Zl7hOfS4qeo93SR2WZTJzH8pie2EBhnF0lLEFzDZKROFTOsgy6bfMf9c4dufGi9MoQosJZOTMu-qGIjJMoyO65W9Q1uX62_bTH1Qd-2Qr3rurFw5oiV_dLWz1BCH_NxA#DSD,,2018,,BMW X5 30d IV (G05),5,1633102435,7350000.0,RUB,2021,1105355951,,,"{'sale-data-attributes': {'asciiCat': 'cars', 'category': 'cars', 'engine-type': 'DIESEL', 'image': 'https://autoru.naydex.net/2Rt66ro62/e4493cy9x0F/oSxF_Zt4xuwng6uvf-gjgzpkxhuZGas_dnI4xDs29Zl7hOfS4qeo93SR2WZTJzH8pie2EBhnF0lLEFzDZKROFTOsgy6bfMf9c4dufGi9MoQosJZOzMusuuFjPwo1u66RsQoonC4-pvT1Bw_hQ3drpWK3pwEV_ZoYAJQJ3_pxmwLnN9sgU_aOZytGL7mxI-EWtK5EXlYS8DR2M-OGMXenGfxHZxtjcOw6-QgMc8Vx4Gh5vunEV3rdmo-RTV4-eFUAoM', 'km-age': 0, 'mark': 'BMW', 'markName': 'BMW', 'model': 'X5', 'modelName': 'X5', 'power': 286, 'price': 7350000, 'puid2': '3141', 'puid10': '1', 'routeCategory': 'cars', 'segment': 'PREMIUM', 'state': 'new', 'transmission': 'AUTOMATIC', 'type': 'suv', 'year': 2021}}",ALLROAD_5_DOORS AUTOMATIC 3.0,автоматическая,,,,,,,,
